Date,GRADE,GPS,ALB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-11-26,49.75046235341231,B,29.924707412719727,30.887685012817382,31.935359954833984,33.86015453338623,34.70778755187988,32.75820148468018,32.47784317970276
2007-11-27,49.67907908333655,B,30.31679344177246,30.62262954711914,31.59345417022705,33.539813327789304,34.667166481018064,32.74367790222168,32.46571550369263
2007-11-28,50.03966252015195,B,32.69288635253906,30.99904022216797,31.482884025573732,33.3018120765686,34.66308864593506,32.75103813171387,32.46169445037842
2007-11-29,50.56917058179406,B,33.64176940917969,31.565227508544922,31.548755836486816,33.179478931427,34.66779399871826,32.761082878112795,32.46416851043701
2007-11-30,51.0757533097808,B,34.61417007446289,32.23806533813477,31.715790367126466,33.04773588180542,34.69084964752197,32.77436012268066,32.47107666015625
2007-12-03,51.96492498550584,A,35.17093276977539,33.287310409545896,32.08749771118164,32.99911642074585,34.73837162017822,32.79993114471436,32.48074913024902
2007-12-04,52.81359314436352,A,35.06898880004883,34.23774948120117,32.430189514160155,32.925402545928954,34.78526599884033,32.8204158782959,32.497089834213256
2007-12-05,53.10389727136707,A,34.261260986328125,34.55142440795898,32.77523231506348,32.87403802871704,34.76472019195557,32.83172840118408,32.508963956832886
2007-12-06,53.186524523790915,A,34.42595672607422,34.70826187133789,33.13674468994141,32.834829044342044,34.74464496612549,32.84726860046387,32.521680946350095
2007-12-07,53.193719822761516,A,34.582801818847656,34.701988220214844,33.4700267791748,32.868941402435304,34.74307674407959,32.86375175476074,32.53543511390686
2007-12-10,53.034873568547,A,34.700416564941406,34.60788497924805,33.947597694396975,32.94147882461548,34.74574306488037,32.886963844299316,32.554212474823
2007-12-11,52.73934565781898,A,33.720176696777344,34.33812255859375,34.28793601989746,32.94069509506225,34.72441295623779,32.90608299255371,32.56493730545044
2007-12-12,52.58099397769066,A,33.7241096496582,34.230692291259764,34.391058349609374,32.93697118759155,34.707396049499515,32.91781147003174,32.5753706073761
2007-12-13,52.41142172907454,A,33.67694854736328,34.08089065551758,34.39457626342774,32.97166604995728,34.690847663879396,32.93548170089721,32.58408964157105
2007-12-14,52.085266234615354,A,33.02447891235352,33.76922607421875,34.2356071472168,32.97569875717163,34.65074169158935,32.953822460174564,32.58880716323853
2007-12-17,51.55860944530167,P,32.18333435058594,33.26580963134766,33.93684730529785,33.01217250823974,34.60683048248291,32.96312620162964,32.58391122817993
2007-12-18,51.228629827149156,P,32.05756378173828,32.93328704833984,33.635704803466794,33.03294715881348,34.55020961761475,32.96906064987183,32.58406108856201
2007-12-19,50.9817523367774,P,32.04183578491211,32.596832275390625,33.4137622833252,33.09449729919434,34.453593711853024,32.973977413177494,32.58444428443909
2007-12-20,50.76849129966359,B,32.20694351196289,32.30283126831055,33.19186096191406,33.164302825927734,34.350085716247555,32.98469030380249,32.582727918624876
