Date,GRADE,GPS,AES,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1991-06-26,,,2.169630765914917,,,,,,
1991-06-27,,,2.196416139602661,,,,,,
1991-06-28,,,2.18302321434021,,,,,,
1991-07-01,,,2.196416139602661,,,,,,
1991-07-02,,,2.2232017517089844,2.193737602233887,,,,,
1991-07-03,,,2.196416139602661,2.1990946769714355,,,,,
1991-07-04,,,2.196416139602661,2.1990946769714355,,,,,
1991-07-05,,,2.1160590648651123,2.185701847076416,,,,,
1991-07-08,,,2.1160590648651123,2.169630432128906,,,,,
1991-07-09,,,2.2767724990844727,2.180344581604004,2.187041091918945,,,,
1991-07-10,,,2.4642722606658936,2.2339158058166504,2.216505241394043,,,,
1991-07-11,,,2.5044496059417725,2.2955224990844725,2.247308588027954,,,,
1991-07-12,,,2.4642722606658936,2.365165138244629,2.2754334926605226,,,,
1991-07-15,,,2.4642722606658936,2.434807777404785,2.302219104766846,,,,
1991-07-16,,,2.5981996059417725,2.499093198776245,2.3397188901901247,,,,
1991-07-17,,,2.732128143310547,2.552664375305176,2.393290090560913,,,,
1991-07-18,,,2.732128143310547,2.5982000827789307,2.4468612909317016,,,,
1991-07-19,,,2.5981996059417725,2.6249855518341065,2.4950753450393677,,,,
1991-07-22,,,2.5981996059417725,2.6517710208892824,2.543289399147034,,,,
1991-07-23,,,2.4776644706726074,2.627663993835449,2.563378596305847,2.3752098441123963,,,
1991-07-24,,,2.4107017517089844,2.5633787155151366,2.5580215454101562,2.3872633934020997,,,
1991-07-25,,,2.383915424346924,2.493736171722412,2.5459681272506716,2.3966383576393127,,,
1991-07-26,,,2.4107017517089844,2.4562366008758545,2.5406110763549803,2.4080222845077515,,,
1991-07-29,,,2.4374866485595703,2.424094009399414,2.537932515144348,2.420075809955597,,,
1991-07-30,,,2.6249842643737797,2.4535579681396484,2.540610980987549,2.440164935588837,,,
1991-07-31,,,2.678555488586426,2.5071287155151367,2.535253715515137,2.464271903038025,,,
1991-08-01,,,2.7053422927856445,2.571414089202881,2.5325751304626465,2.4897182106971742,,,
1991-08-02,,,2.678555488586426,2.6249848365783692,2.5406107187271116,2.5178430318832397,,,
1991-08-05,,,2.6249842643737797,2.662484359741211,2.5432891845703125,2.543289291858673,,,
1991-08-06,,,2.6517698764801025,2.6678414821624754,2.560699725151062,2.5620391607284545,,,
1991-08-07,,,2.6517698764801025,2.662484359741211,2.584806537628174,2.571414041519165,,,
1991-08-08,,,2.6517698764801025,2.6517698764801025,2.6115919828414915,2.5787800550460815,,,
