Date,GRADE,GPS,ARE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-03-24,59.444468359132884,P,11.758068084716797,11.829045677185059,11.980459308624267,12.20047926902771,12.252054691314697,11.83425350189209,10.782178268432617
1998-03-25,59.41118932378978,P,11.805387496948242,11.805388450622559,11.944971752166747,12.175638389587402,12.245903587341308,11.841587495803832,10.80051326751709
1998-03-26,59.37766417492346,P,11.758068084716797,11.79592456817627,11.911849403381348,12.133053541183472,12.23880609512329,11.848448295593261,10.818611669540406
1998-03-27,59.35667387809571,P,11.97099781036377,11.814850807189941,11.900020027160645,12.085737609863282,12.23265501022339,11.858857870101929,10.837538166046143
1998-03-30,59.35788962409513,P,11.87636661529541,11.833777618408202,11.866899108886718,12.058530902862548,12.224611301422119,11.870686950683593,10.856464662551879
1998-03-31,59.44643158836461,P,11.99465274810791,11.881094551086425,11.855070114135742,12.038421440124512,12.219879570007324,11.885118379592896,10.87574598789215
1998-04-01,59.53566170240854,P,11.97099781036377,11.914216613769531,11.859802532196046,12.018311882019043,12.215621185302734,11.899786405563354,10.894672484397889
1998-04-02,59.67031873536871,P,11.99465274810791,11.961533546447754,11.878729057312011,12.00293426513672,12.213728408813477,11.915637321472168,10.913717255592346
1998-04-03,59.71821923256422,P,11.95631504058838,11.958596992492676,11.886723899841309,11.977359390258789,12.21059585571289,11.931104860305787,10.93233374118805
1998-04-06,59.76049620444132,A,11.88443088531494,11.960209846496582,11.896993732452392,11.963567781448365,12.205552425384521,11.944434070587159,10.950354218482971
1998-04-07,59.72499487319161,A,11.88443088531494,11.938165473937989,11.909630012512206,11.945044660568238,12.199562702178955,11.956343793869019,10.967191796302796
1998-04-08,59.677181792609076,A,11.860479354858398,11.916061782836914,11.915139198303223,11.930055475234985,12.193567028045655,11.966594514846802,10.983909616470337
1998-04-09,59.57901127920541,P,11.860479354858398,11.889227104187011,11.925380325317382,11.918614864349365,12.185205574035644,11.97116723060608,11.000154261589051
1998-04-10,59.49929686679602,P,11.860479354858398,11.870059967041016,11.914328479766846,11.907174253463745,12.169746608734131,11.974320468902588,11.016398906707764
1998-04-13,59.420237939030905,P,11.860479354858398,11.865269660949707,11.912739753723145,11.889819431304932,12.155234088897705,11.97605429649353,11.032643551826476
1998-04-14,59.36063924285772,P,11.860479354858398,11.860479354858398,11.899322414398194,11.877196264266967,12.14497989654541,11.974475879669189,11.04888819694519
1998-04-15,59.283326268952585,P,11.74067497253418,11.836518478393554,11.876290130615235,11.86804633140564,12.1280712890625,11.973118963241577,11.064533820152283
1998-04-16,59.160344356069395,B,11.501070022583008,11.764636611938476,11.826931858062744,11.852830457687379,12.107789897918702,11.969365997314453,11.078981418609619
1998-04-17,59.09158851414586,B,11.596903800964355,11.711921501159669,11.790990734100342,11.838857316970826,12.087059421539307,11.967517709732055,11.093671627044678
1998-04-20,59.03455640641564,B,11.62086582183838,11.663998794555663,11.764634227752685,11.830813980102539,12.062549743652344,11.969221153259276,11.107298727035522
1998-04-21,59.04520176602358,B,11.81255054473877,11.654413032531739,11.757446193695069,11.833538103103638,12.043766345977783,11.972841444015502,11.121411085128784
1998-04-22,59.21709061531504,P,12.148006439208984,11.7358793258667,11.786198902130128,11.850669050216675,12.037843265533446,11.984547967910766,11.136727585792542
1998-04-23,59.46322587145438,A,12.100083351135254,11.855681991577148,11.810159301757812,11.867769813537597,12.030488681793212,11.995301990509033,11.15204104423523
1998-04-24,59.66564872421665,A,12.100083351135254,11.956317901611328,11.834119701385498,11.874224090576172,12.024553508758546,12.0060560131073,11.167354502677917
1998-04-27,59.858778710037335,A,12.124043464660645,12.056953430175781,11.860476112365722,11.886607933044434,12.019097537994385,12.016103429794311,11.182551188468933
1998-04-28,59.937944763368876,A,12.052160263061523,12.104875373840333,11.879644203186036,11.889483308792114,12.014096641540528,12.022119817733765,11.197388458251954
1998-04-29,59.934522051672644,A,12.267809867858888,12.128836059570313,11.932357692718506,11.90432391166687,12.017667007446288,12.031239042282104,11.212830810546874
1998-04-30,60.06143707009091,A,12.627205848693848,12.234260559082031,12.04497127532959,11.935951566696167,12.031264381408691,12.044425382614136,11.230543308258056
1998-05-01,60.32430413068457,A,13.034542083740234,12.421152305603027,12.188735103607177,11.98986291885376,12.057266960144043,12.059792432785034,11.249819321632385
1998-05-04,60.563531933127145,A,12.986626625061035,12.593668937683105,12.325311183929443,12.044972705841065,12.08231122970581,12.073733968734741,11.268855757713318
1998-05-05,60.783709712119666,A,12.79493808746338,12.742224502563477,12.423549938201905,12.090498065948486,12.09831693649292,12.08670497894287,11.286697154045106
1998-05-06,60.86656696689557,A,12.699098587036133,12.828482246398925,12.47865915298462,12.132429027557373,12.106254806518555,12.098244409561158,11.3038227891922
1998-05-07,60.674468872524166,A,12.363648414611816,12.77577075958252,12.505015659332276,12.157587480545043,12.101332473754884,12.108322019577026,11.31903455734253
1998-05-08,60.317725614630774,A,12.363648414611816,12.641592025756836,12.531372165679931,12.182745933532715,12.090259113311767,12.118872785568238,11.334009766578674
1998-05-11,59.95353844960584,A,12.291768074035645,12.502620315551757,12.548144626617432,12.204310369491576,12.08768445968628,12.124919500350952,11.346732940673828
