Date,GRADE,GPS,ROP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2022-06-10,30.011343030321427,B,384.9990234375,407.6640319824219,419.7060180664063,419.63999938964844,440.30512756347656,440.8180825805664,452.0643914794922
2022-06-13,24.786819782917622,B,379.6185607910156,399.7844970703125,413.9264434814453,417.44100189208984,438.4125030517578,440.33861663818357,451.57607650756836
2022-06-14,18.705284928313656,B,375.11517333984375,390.4031677246094,407.83843994140625,414.8739486694336,436.51909118652344,439.879169921875,451.11177337646484
2022-06-15,15.063479372286563,B,378.7119445800781,383.75148315429686,403.2542022705078,413.5352355957031,434.6453875732422,439.4657290649414,450.63737991333005
2022-06-16,12.068811901572515,B,366.86712646484375,377.06236572265624,396.4399353027344,411.52052001953126,432.4187023925781,438.9667108154297,450.1211859130859
2022-06-17,12.356654715696786,B,369.2518005371094,373.9129211425781,390.7884765625,409.4141540527344,430.301005859375,438.3735391235352,449.64121047973634
2022-06-20,13.454859549380297,B,369.2518005371094,371.8395690917969,385.81203308105466,406.98998565673827,428.2105065917969,437.7637353515625,449.17149307250975
2022-06-21,16.266861842500504,B,377.0564575195313,372.2278259277344,381.31549682617185,404.80527954101564,426.47870544433596,437.18444458007815,448.7562591552734
2022-06-22,17.55683598774451,B,377.7561340332031,372.0366638183594,377.8940734863281,402.716162109375,424.7904608154297,436.5104867553711,448.3146824645996
2022-06-23,22.577664110285962,B,388.5367736816406,376.37059326171874,376.7164794921875,400.83201293945314,423.4723455810547,435.85438385009763,447.9323100280762
2022-06-24,28.721378463340304,B,401.7710876464844,382.87445068359375,378.39368591308596,399.0498519897461,422.4189166259766,435.46358276367187,447.6508090209961
2022-06-27,33.691879329571094,B,392.9613342285156,387.616357421875,379.72796325683595,396.82720336914065,421.2789666748047,435.03123474121094,447.350486907959
2022-06-28,36.22120094157996,B,385.9844970703125,389.40196533203124,380.8148956298828,394.32666778564453,419.8784704589844,434.50382568359373,447.03029891967776
2022-06-29,38.76402866134948,C,387.8173828125,391.4142150878906,381.725439453125,392.4898208618164,418.3959844970703,433.91325744628904,446.7069073486328
2022-06-30,39.06772138629105,C,388.9013366699219,391.48712768554685,383.9288604736328,390.1843978881836,416.9251263427734,433.44926513671874,446.38029739379886
2022-07-01,37.74709454892273,C,394.8336791992188,390.0996459960937,386.48704833984374,388.63776245117185,415.8724871826172,433.0886868286133,446.0672999572754
2022-07-04,37.75382206100971,C,394.8336791992188,390.4741149902344,389.0452362060547,387.4286346435547,414.7963934326172,432.68519927978514,445.77525985717773
