Date,GRADE,GPS,SWK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-09-17,62.20638099923625,A,2.923055648803711,2.986480951309204,2.990617275238037,2.9182304739952087,2.6340597009658815,2.52761652469635,2.620271806716919
1984-09-18,62.14356659891626,A,2.923055648803711,2.9506317615509032,2.9961325883865357,2.92374564409256,2.6450900745391848,2.5312013959884645,2.6208922600746156
1984-09-19,62.109284048975184,A,2.923055648803711,2.934086036682129,3.0085416555404665,2.930639612674713,2.6569477319717407,2.5345105123519898,2.6215816569328307
1984-09-20,62.08824201611409,A,2.923055648803711,2.923055648803711,2.9975112676620483,2.9320183396339417,2.6701842164993286,2.538095383644104,2.622339996099472
1984-09-21,62.087500422068736,P,2.8954811096191406,2.917540740966797,2.979586887359619,2.9375335812568664,2.685075273513794,2.5416802597045898,2.622477889060974
1984-09-24,62.093545308782446,P,2.909269332885742,2.914783477783203,2.9506322145462036,2.9430487990379333,2.6999663352966308,2.5451272678375245,2.622822597026825
1984-09-25,62.08879527359483,P,2.909269332885742,2.912026214599609,2.9313289880752564,2.9464958786964415,2.7109967422485353,2.5484364008903504,2.623098359107971
1984-09-26,62.090694385027746,P,2.9644200801849365,2.9202991008758543,2.9271925687789917,2.9520110368728636,2.724508967399597,2.552434916496277,2.6234430539608002
1984-09-27,62.10446291750088,A,2.950632095336914,2.925814390182495,2.924435019493103,2.956147515773773,2.7388485050201417,2.5564334321022035,2.6239256298542024
1984-09-28,62.12524555722219,A,2.9644200801849365,2.939602184295654,2.9285714626312256,2.958905053138733,2.754015326499939,2.5608455991744994,2.624546091556549
1984-10-01,62.15142851120188,A,2.9644200801849365,2.950632333755493,2.932707905769348,2.9616625905036926,2.7700094032287597,2.5655335140228273,2.6251665532588957
1984-10-02,62.172126016482025,A,2.950632095336914,2.9589048862457275,2.9354655504226685,2.965799069404602,2.7843489408493043,2.569945673942566,2.624615036249161
1984-10-03,62.170403756482834,A,2.9368433952331543,2.953389549255371,2.936844325065613,2.9726929903030395,2.797861180305481,2.573944172859192,2.624752906560898
1984-10-04,62.15132398814637,A,2.909269332885742,2.9451169967651367,2.935465693473816,2.966488480567932,2.8088915872573854,2.5780805802345275,2.624201394319534
1984-10-05,62.13233743478023,A,2.950632095336914,2.9423593997955324,2.9409807920455933,2.960283839702606,2.820749249458313,2.5824927401542666,2.623925633430481
1984-10-08,62.10248047291995,P,2.923055648803711,2.9340865135192873,2.9423594236373902,2.9464958190917967,2.831503863334656,2.587456407546997,2.623511990308762
1984-10-09,62.08662189215545,P,2.923055648803711,2.9285712242126465,2.943738055229187,2.9375335216522216,2.8428099966049194,2.592695837020874,2.623236230611801
1984-10-10,62.06214513229037,P,2.8679025173187256,2.9147830486297606,2.934086298942566,2.9306394338607786,2.851634268760681,2.5975216126441953,2.622891526222229
1984-10-11,62.0638781307345,P,2.8954811096191406,2.9120254039764406,2.9285712003707887,2.9265031099319456,2.8590798234939574,2.6030368328094484,2.623029419183731
1984-10-12,62.057201360577835,P,2.923055648803711,2.9065101146698,2.924434757232666,2.9265031099319456,2.8656980562210084,2.608965661525726,2.62247789978981
1984-10-15,62.051936264743915,P,2.8954811096191406,2.900995206832886,2.9175408601760866,2.9251243829727174,2.8709375047683716,2.6146187448501585,2.620892289876938
1984-10-16,62.03905808856221,P,2.881690502166748,2.892722177505493,2.9106467008590697,2.923056125640869,2.876176905632019,2.6202718091011046,2.619306662082672
1984-10-17,62.0363273744665,P,2.840327739715576,2.8872072219848635,2.900995135307312,2.9189197301864622,2.8811405801773073,2.6259248852729797,2.617789970636368
1984-10-18,62.017513422582766,P,2.812752246856689,2.8706614494323732,2.891343426704407,2.9134045600891114,2.8850012159347536,2.6314400935173037,2.6162732815742493
1984-10-19,62.016839880311494,P,2.923055648803711,2.8706614494323732,2.8885857820510865,2.9147832870483397,2.889964919090271,2.6376446866989136,2.6149634194374083
