Date,GRADE,GPS,PLTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2024-08-06,43.832198394277725,P,26.59000015258789,25.677999877929686,26.225,27.321499824523926,25.54019989013672,23.907499866485594,21.883149938583372
2024-08-07,43.41218178851425,P,26.31999969482422,25.563999938964844,26.196999931335448,27.21649980545044,25.64779987335205,23.924999866485596,21.940149936676026
2024-08-08,45.70503653463126,P,29.280000686645508,26.204000091552736,26.46200008392334,27.298499870300294,25.798799896240233,23.97289987564087,21.99669994354248
2024-08-09,49.833801323431864,P,30.01000022888184,27.25800018310547,26.745000076293945,27.395499897003173,25.965399894714356,24.03119987487793,22.052299947738646
2024-08-12,54.122172906859696,A,29.3799991607666,28.31599998474121,26.975,27.430999851226808,26.126599884033205,24.079899864196776,22.106499938964845
2024-08-13,56.6406341134091,A,30.38999938964844,29.07599983215332,27.376999855041504,27.516999816894533,26.292399864196778,24.13489986419678,22.164449939727785
2024-08-14,59.753740819670185,A,31.0,30.011999893188477,27.78799991607666,27.655999851226806,26.453199882507324,24.19979986190796,22.226999940872194
2024-08-15,60.41663475593476,A,31.21999931335449,30.399999618530273,28.301999855041505,27.78499984741211,26.601799850463866,24.281899852752687,22.291749935150147
2024-08-16,61.09477574562883,A,32.08000183105469,30.813999938964844,29.036000061035157,27.95999994277954,26.777199897766113,24.372599868774415,22.35379994392395
2024-08-19,62.718294662181414,A,32.5,31.438000106811522,29.877000045776366,28.16199998855591,26.96459991455078,24.4689998626709,22.417749948501587
2024-08-20,63.26755578731673,A,32.31999969482422,31.82400016784668,30.45,28.3375,27.13399990081787,24.564999866485596,22.47964994430542
2024-08-21,63.72289967473213,A,32.540000915527344,32.13200035095215,31.072000122070314,28.63450002670288,27.309399909973145,24.663399868011474,22.54259994506836
2024-08-22,63.582050078083206,A,31.920000076293945,32.27200050354004,31.336000061035158,28.899000072479247,27.48239990234375,24.757799873352052,22.60334994316101
2024-08-23,62.19733313958778,A,31.780000686645508,32.2120002746582,31.513000106811525,29.129000091552733,27.646599922180176,24.84599988937378,22.659799947738648
2024-08-26,59.341596487347964,A,30.850000381469727,31.882000350952147,31.660000228881835,29.317500114440918,27.763199920654298,24.924499893188475,22.707349948883056
2024-08-27,57.33544005400123,A,30.84000015258789,31.586000442504883,31.70500030517578,29.541000080108642,27.86359992980957,25.00479990005493,22.76254995346069
2024-08-28,54.46109267472037,A,30.36000061035156,31.150000381469727,31.64100036621094,29.714500141143798,27.954399948120116,25.084199905395508,22.815899953842163
2024-08-29,53.12680478287629,A,31.0,30.966000366210938,31.61900043487549,29.960500144958495,28.06319995880127,25.16579990386963,22.872449951171873
2024-08-30,53.01810626795858,A,31.479999542236328,30.9060001373291,31.55900020599365,30.297500133514404,28.215999946594238,25.253899898529053,22.93384994506836
2024-09-02,54.03792622937092,P,31.479999542236328,31.03199996948242,31.457000160217284,30.667000102996827,28.36239994049072,25.349699897766115,22.995849943161012
2024-09-03,53.98628489891024,P,30.51000022888184,30.96599998474121,31.276000213623046,30.863000106811523,28.481399955749513,25.435999908447265,23.049849948883057
2024-09-04,54.694677050370245,P,30.59000015258789,31.011999893188477,31.081000137329102,31.076500129699706,28.611199951171876,25.52879991531372,23.10359994888306
