Date,GRADE,GPS,SNA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-03-05,46.74000204223859,A,19.77886009216309,19.809858322143555,19.447580337524414,18.890335464477538,18.663929748535157,17.897197494506838,16.146927103996276
2002-03-06,46.74872140790564,A,19.870710372924805,19.842009353637696,19.598577117919923,18.987253761291505,18.675345726013184,17.95237542152405,16.16605854511261
2002-03-07,46.74633106031612,A,19.79033660888672,19.844304656982423,19.69445667266846,19.096962928771973,18.68321662902832,18.007993278503417,16.18436807155609
2002-03-08,46.75697318396161,A,19.824785232543945,19.86612205505371,19.761630058288574,19.199847602844237,18.69303009033203,18.063277263641357,16.202093834877015
2002-03-11,46.6362173468308,A,19.77886009216309,19.808710479736327,19.796078872680663,19.278497314453126,18.705002098083497,18.11617998123169,16.21975796222687
2002-03-12,46.61608417992502,A,20.071664810180664,19.867271423339844,19.8385648727417,19.37093276977539,18.72283020019531,18.169014654159547,16.23639404773712
2002-03-13,46.52604582067548,A,20.00850296020508,19.8948299407959,19.8684196472168,19.446144104003906,18.7413325881958,18.217090997695923,16.253414368629457
2002-03-14,46.46023050524681,A,19.962574005126957,19.92927742004395,19.886791038513188,19.502983570098877,18.764728546142578,18.26538649559021,16.2706250333786
2002-03-15,46.40217562218633,A,20.00850296020508,19.966020965576174,19.916071510314943,19.55752592086792,18.78767547607422,18.309731950759886,16.28806534290314
2002-03-18,46.3726270880974,A,19.84774398803711,19.979797744750975,19.894254112243654,19.604030323028564,18.80854679107666,18.356653032302855,16.306185879707336
2002-03-19,46.297567949683184,A,19.78459358215332,19.922383499145507,19.894827461242677,19.671203899383546,18.829864578247072,18.403564462661745,16.323990664482118
2002-03-20,46.24607458643132,A,19.7156982421875,19.863822555541994,19.879326248168947,19.738951683044434,18.850944175720215,18.449447631835938,16.341198983192445
2002-03-21,46.112102605503935,P,19.325292587280277,19.736366271972656,19.832821846008304,19.76363925933838,18.868318481445314,18.488939533233644,16.357575278282166
2002-03-22,45.93098426550588,P,19.176013946533203,19.56986846923828,19.76794471740723,19.7647873878479,18.88373287200928,18.524112100601197,16.37345724582672
2002-03-25,45.722285851569474,P,18.802831649780277,19.360886001586916,19.670341873168944,19.733210372924805,18.89624210357666,18.553687391281127,16.39214940547943
2002-03-26,45.55137402647468,P,19.061185836791992,19.216204452514653,19.569293975830078,19.70392942428589,18.917337570190433,18.582454500198363,16.413981347084047
2002-03-27,45.431264873804686,P,19.221946716308597,19.11745414733887,19.49063835144043,19.679528999328614,18.94483913421631,18.610285348892212,16.43667311668396
2002-03-28,45.49446894989814,P,19.54920196533203,19.16223602294922,19.449301147460936,19.668046092987062,18.977062339782716,18.642688932418825,16.460973167419432
2002-03-29,45.6207176169735,P,19.54920196533203,19.236873626708984,19.403371047973632,19.659721279144286,19.00598079681397,18.67531861305237,16.486673245429994
2002-04-01,45.75153952014727,P,19.16453742980957,19.309214782714843,19.33505039215088,19.614652252197267,19.02720596313477,18.707323837280274,16.512018084526062
2002-04-02,45.808831749146854,P,19.0037784576416,19.297733306884766,19.256968879699706,19.57589817047119,19.048178710937503,18.73596899032593,16.537679138183595
2002-04-03,45.79714994167085,P,19.0209903717041,19.257542037963866,19.187498092651367,19.533412170410156,19.069495697021488,18.755345821380615,16.56300624370575
2002-04-04,45.73227008027313,P,19.23342514038086,19.194386672973632,19.178311347961426,19.505566596984863,19.09050289154053,18.7753084564209,16.589731516838075
2002-04-05,45.70468085477029,P,19.428638458251957,19.170273971557616,19.203573799133302,19.485759258270267,19.11188144683838,18.796083602905274,16.619224901199342
2002-04-08,45.76790696345399,P,19.463085174560547,19.229983520507812,19.269599151611327,19.46997051239014,19.130302085876465,18.816519470214843,16.648274507522583
2002-04-09,45.86142044406419,A,19.51475715637207,19.332179260253906,19.314956283569337,19.44212512969971,19.15249134063721,18.837187099456788,16.67727447986603
2002-04-10,45.970975600603616,A,19.52048683166504,19.432078552246093,19.34481029510498,19.417724323272708,19.16647571563721,18.858823699951174,16.706303100585938
2002-04-11,46.01138661628426,A,19.46882057189941,19.479157638549804,19.336772155761718,19.39303665161133,19.184441146850588,18.8799436378479,16.734933342933655
