Date,GRADE,GPS,BIIB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2020-07-03,38.20167981875975,B,265.1199951171875,264.5819946289063,263.9720001220703,273.2914978027344,293.3415972900391,302.34489959716797,293.43080017089846
2020-07-06,39.852342005419786,B,269.79998779296875,266.47199096679685,264.522998046875,271.71849670410154,292.67279724121096,301.71289947509763,293.6157000732422
2020-07-07,40.612774851127526,B,268.3500061035156,266.6319946289062,264.53899841308595,270.4489974975586,291.9353973388672,301.02539947509763,293.82145011901855
2020-07-08,42.12900250345293,C,280.19000244140625,269.71599731445315,266.2539978027344,269.6959976196289,291.44499755859374,300.4168994140625,294.1161001586914
2020-07-09,43.36480146135727,C,278.70001220703125,272.4320007324219,267.8609985351562,269.4699981689453,291.08239807128905,299.8374993896484,294.39710021972655
2020-07-10,45.0286230200196,C,278.8800048828125,275.1840026855469,269.88299865722655,269.4504989624023,290.7981982421875,299.25919952392576,294.67150024414065
2020-07-13,46.05281346564155,C,276.5199890136719,276.5280029296875,271.4999969482422,269.3519989013672,290.3981982421875,298.76459930419924,294.9191501617432
2020-07-14,47.47174803197851,C,281.2699890136719,279.11199951171875,272.8719970703125,269.3094985961914,289.93479797363284,298.3361993408203,295.2158000946045
2020-07-15,47.776586469830704,C,282.9599914550781,279.66599731445314,274.6909973144531,269.3844985961914,289.4583978271484,297.8912991333008,295.5199500274658
2020-07-16,48.038164621655966,C,279.5400085449219,279.83399658203126,276.13299865722655,270.34649963378905,288.76899780273436,297.58589935302734,295.80265007019045
2020-07-17,48.17839085257268,C,281.8800048828125,280.4339965820312,277.8089996337891,270.8904998779297,288.1261981201172,297.32079925537107,296.09600006103517
2020-07-20,48.26201792110024,C,283.3999938964844,281.80999755859375,279.16900024414065,271.8459991455078,287.2339978027344,296.8758990478516,296.3842000579834
2020-07-21,48.037194029633774,C,280.19000244140625,281.5940002441406,280.3529998779297,272.4459991455078,286.44239807128906,296.51999908447266,296.65485008239745
2020-07-22,47.69487094168742,C,280.8099975585937,281.1640014648437,280.4149993896484,273.3344985961914,285.7593981933594,296.0435989379883,296.9203000640869
2020-07-23,47.22386912147306,C,278.510009765625,280.9580017089844,280.3959991455078,274.12849884033204,285.0131982421875,295.6516989135742,297.1848500823975
2020-07-24,46.27886821525661,C,272.3299865722656,279.047998046875,279.7409973144531,274.81199798583987,284.1277978515625,295.19549865722655,297.4462000274658
2020-07-27,46.92483817277599,C,286.19000244140625,279.6059997558594,280.70799865722654,276.1039978027344,283.5335980224609,295.08549865722654,297.75960006713865
2020-07-28,46.488019801433744,C,280.3500061035156,279.63800048828125,280.6160003662109,276.7439987182617,282.9389984130859,294.83269866943357,297.7520001220703
2020-07-29,46.17849026158492,B,277.3599853515625,278.947998046875,280.0559997558594,277.3734985351563,282.29559814453125,294.6637985229492,297.74470001220703
2020-07-30,46.027183353540885,B,274.8599853515625,278.2179931640625,279.58799743652344,277.860498046875,281.70359802246094,294.7235983276367,297.69059997558594
2020-07-31,45.8752993259854,B,274.69000244140625,278.68999633789065,278.86899719238284,278.33899841308596,281.10679809570314,294.4183984375,297.62384994506834
2020-08-03,44.60085360758735,B,278.1600036621094,277.08399658203126,278.3449981689453,278.75699920654296,280.5793981933594,294.38279846191404,297.5369499206543
2020-08-04,44.30673424375055,B,276.0799865722656,276.22999267578126,277.9339965820312,279.1434982299805,280.18359802246096,294.09039825439453,297.42984985351563
2020-08-05,43.91599962456693,B,276.1700134277344,275.99199829101565,277.4699981689453,278.9424987792969,279.67779846191405,293.86529846191405,297.3112498474121
2020-08-06,43.69719704039121,B,277.6600036621094,276.552001953125,277.38499755859374,278.89049835205077,279.22099853515624,293.76169860839843,297.20599990844727
2020-08-07,46.25061591843714,C,305.7099914550781,282.75599975585936,280.722998046875,280.23199768066405,279.1933984375,294.0310986328125,297.2385498046875
2020-08-10,48.20275719778448,C,300.260009765625,287.1760009765625,282.1299987792969,281.4189987182617,279.1695983886719,294.3417987060547,297.2726998901367
2020-08-11,49.4918417716246,C,289.94000244140625,289.9480041503906,283.08899841308596,281.8524993896484,278.91119873046875,294.4792987060547,297.26149993896485
2020-08-12,51.13468895338849,C,293.2200012207031,293.3580017089844,284.675,282.36549987792966,278.7235986328125,294.56169860839844,297.28259994506834
2020-08-13,51.917683614209324,A,288.5400085449219,295.53400268554685,286.0430023193359,282.8154998779297,278.50139892578125,294.39769866943357,297.290950012207
2020-08-14,49.933245517985675,A,289.45001220703125,292.2820068359375,287.5190032958984,283.1940002441406,278.1559991455078,294.3246987915039,297.2719500732422
2020-08-17,48.159306687632125,C,289.1600036621094,290.0620056152344,288.61900329589844,283.48200073242185,277.9139990234375,294.05499877929685,297.2470500183106
2020-08-18,47.585190087342795,C,288.8800048828125,289.8500061035156,289.8990051269531,283.9165008544922,277.8167993164063,293.7799987792969,297.2344500732422
2020-08-19,46.39806163695164,C,279.9800109863281,287.20200805664064,290.2800048828125,283.87500152587893,277.5113995361328,293.64709899902346,297.22490005493165
2020-08-20,45.67832486364015,C,277.5199890136719,284.9980041503906,290.26600341796876,283.82550048828125,277.3973992919922,293.37759887695313,297.23675003051756
2020-08-21,45.04899262802325,B,277.07000732421875,282.5220031738281,287.4020050048828,284.06250152587893,277.3533996582031,293.14319885253906,297.2107501220703
2020-08-24,44.32229636018622,B,276.5599975585937,280.002001953125,285.03200378417966,283.5810012817383,277.3147998046875,292.79489868164063,297.18045013427735
2020-08-25,43.75147868290592,B,279.0299987792969,278.03200073242186,283.9410034179688,283.51500091552737,277.2529998779297,292.57309875488284,297.1484501647949
