Date,GRADE,GPS,DE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-05-09,44.75967716522428,A,12.992108345031738,12.794530296325684,12.914286136627197,12.633477592468262,12.545528926849364,12.99340775489807,12.115895385742187
2001-05-10,44.78906781349401,A,13.071527481079102,12.872673797607423,12.934934520721436,12.68350863456726,12.55042558670044,12.988202667236328,12.12331988811493
2001-05-11,44.80336535079089,A,13.023879051208496,12.936203956604004,12.93334665298462,12.731157255172729,12.55007480621338,12.976628589630128,12.132164177894593
2001-05-14,44.80082456510038,C,13.027048110961914,12.981310653686524,12.931439685821534,12.770546483993531,12.54277717590332,12.96508620262146,12.138781118392945
2001-05-15,44.6884119173046,C,12.23608684539795,12.87012996673584,12.836777782440185,12.77006983757019,12.517639503479003,12.942491664886475,12.141638278961182
2001-05-16,44.55259715435679,B,12.5823392868042,12.788176155090332,12.791353225708008,12.757046175003051,12.483069705963135,12.921283273696899,12.147494621276856
2001-05-17,44.396405449014004,B,12.359978675842283,12.645866394042969,12.759270095825196,12.752916717529297,12.440326595306397,12.897653961181641,12.15262927055359
2001-05-18,44.26922402420586,B,12.372682571411133,12.515627098083495,12.72591552734375,12.74370460510254,12.406931800842285,12.876717348098754,12.156754631996154
2001-05-21,44.15237917368834,B,12.248790740966797,12.359975624084473,12.670643138885499,12.736715936660767,12.382869110107421,12.854541816711425,12.160260534286499
2001-05-22,44.22529759761571,B,12.375853538513184,12.38792896270752,12.629029464721679,12.743227624893189,12.355347995758057,12.83679461479187,12.17025357723236
2001-05-23,44.224499296223975,B,12.121733665466309,12.295807838439941,12.541991996765137,12.728139066696167,12.331017780303956,12.818085069656371,12.178000717163085
2001-05-24,44.19646718010151,B,11.845377922058104,12.192887687683106,12.419377040863036,12.677155780792237,12.302297267913819,12.792467498779297,12.185731506347656
2001-05-25,44.15170233995852,B,11.731021881103516,12.064555549621582,12.29009132385254,12.611718988418579,12.276215629577637,12.77024559020996,12.19298803806305
2001-05-28,44.120053538901175,B,11.731021881103516,11.961001777648926,12.160488700866699,12.545964193344116,12.249565773010254,12.748813152313232,12.199951963424683
2001-05-29,44.040270759632335,B,11.750077247619627,11.835846519470214,12.111887741088868,12.474332761764526,12.229864826202393,12.72697922706604,12.206426000595092
2001-05-30,44.004799846664206,B,11.54042625427246,11.719585037231443,12.007696437835694,12.399524831771851,12.21961238861084,12.70443024635315,12.21321720123291
2001-05-31,44.08886424793116,B,11.8676118850708,11.724031829833983,11.958459758758545,12.35886492729187,12.21912452697754,12.68712670326233,12.220961604118347
2001-06-01,44.20552985055554,B,11.912079811096191,11.760243415832518,11.91239948272705,12.3191575050354,12.229125537872314,12.67717535018921,12.227660474777222
2001-06-04,44.309632653175406,B,11.861257553100586,11.786290550231932,11.87364616394043,12.272144651412964,12.235836582183838,12.666715774536133,12.233910174369813
2001-06-05,44.406805118956925,P,12.07090663909912,11.850456428527831,11.843151473999024,12.236090469360352,12.242824859619141,12.654800300598145,12.240525407791138
2001-06-06,44.53190547350217,P,12.039141654968262,11.950199508666993,11.834892272949219,12.188442134857178,12.246191825866699,12.644935407638549,12.250200319290162
2001-06-07,44.585426731356414,P,12.09632396697998,11.995941925048829,11.859986877441406,12.139681959152222,12.254006271362305,12.638207969665528,12.259283361434937
2001-06-08,44.62382786343346,P,12.128087043762209,12.039143371582032,11.899693393707276,12.094892358779907,12.26569585800171,12.632784967422486,12.267647447586059
2001-06-11,44.635879371650645,A,11.854907989501951,12.037873458862304,11.91208200454712,12.036285352706908,12.274082069396973,12.6250249004364,12.27464563846588
2001-06-12,44.6551431647115,A,11.97561264038086,12.018814659118652,11.934635543823243,12.023261642456054,12.293776817321778,12.61334059715271,12.281369547843934
2001-06-13,44.66740878787371,A,12.080432891845703,12.02707290649414,11.988636207580566,11.99816632270813,12.310231246948241,12.602112398147582,12.288715124130249
2001-06-14,44.69132822219888,A,12.325032234191896,12.072814559936523,12.034378242492675,11.996419000625611,12.322937393188477,12.590567150115966,12.297478756904603
2001-06-15,44.70846240748019,A,12.305980682373049,12.108393287658691,12.07376832962036,11.993083906173705,12.335262508392335,12.581989154815673,12.307512559890746
2001-06-18,44.77891175152421,A,12.38221549987793,12.213854789733887,12.125864124298095,11.999755144119263,12.347206554412843,12.572965669631959,12.316171979904174
2001-06-19,44.81029032589489,A,12.401269912719728,12.29898624420166,12.158900451660156,12.00102596282959,12.353686637878418,12.561480255126954,12.32629210472107
2001-06-20,44.829580964524716,A,12.363149642944336,12.355529594421387,12.191301250457764,12.01309676170349,12.367028141021729,12.549582080841065,12.334466066360473
2001-06-21,44.846609283410864,A,12.525160789489746,12.395555305480958,12.23418493270874,12.047085905075074,12.376113224029542,12.541040744781494,12.343742671012878
2001-06-22,44.84639760494549,A,12.372682571411133,12.408895683288574,12.258644485473633,12.079168939590454,12.382148742675781,12.530564079284668,12.354012427330018
2001-06-25,44.79779821199605,A,12.131261825561523,12.358704948425293,12.28627986907959,12.099180936813354,12.379988708496093,12.51811526298523,12.363562726974488
2001-06-26,44.75698202742288,A,12.074089050292969,12.293268775939941,12.2961275100708,12.115381526947022,12.376558094024658,12.506578855514526,12.373607425689697
2001-06-27,44.72239235298532,C,12.1411771774292,12.248874282836914,12.30220193862915,12.145419073104858,12.362525386810303,12.49407133102417,12.385255446434021
2001-06-28,44.61667807448569,C,11.83445644378662,12.11073341369629,12.253144359588623,12.14376130104065,12.350363159179688,12.479033451080323,12.395955076217652
2001-06-29,44.56261291396053,B,12.093255043029783,12.054847908020019,12.231871795654296,12.152820062637328,12.341089763641357,12.464720497131347,12.407363486289977
2001-07-02,44.55288194928304,B,12.09964370727539,12.048524284362792,12.203614616394043,12.16473937034607,12.33531135559082,12.454008111953735,12.417926111221313
2001-07-03,44.551759032539486,B,12.112421035766602,12.056190681457519,12.17472972869873,12.166815090179444,12.332647380828858,12.442034063339234,12.428747644424439
2001-07-04,44.54361244683269,B,12.112421035766602,12.050439453124998,12.149656867980957,12.17047905921936,12.326425704956055,12.43065999031067,12.439616327285767
2001-07-05,44.57055836132918,B,12.010180473327637,12.085584259033203,12.098158836364746,12.166171884536743,12.309328441619874,12.417979278564452,12.44683114528656
2001-07-06,44.493165705401076,B,11.575657844543455,11.982064819335937,12.018456363677979,12.138550424575806,12.28004644393921,12.401584930419922,12.452462601661683
2001-07-09,44.46995520371456,B,11.95267105102539,11.952670288085937,12.000597286224366,12.143438577651978,12.258177509307862,12.38896071434021,12.461452236175537
2001-07-10,44.425575251396815,B,11.828072547912598,11.895800590515137,11.975995635986328,12.136061573028565,12.231084842681884,12.379637622833252,12.466774415969848
2001-07-11,44.45583850139507,B,12.36164093017578,11.945644569396972,11.998042011260985,12.150121974945069,12.21758596420288,12.377734327316285,12.473585948944091
2001-07-12,44.68945103216145,C,13.546995162963867,12.253007507324218,12.169295883178709,12.211220121383667,12.23490966796875,12.38806347846985,12.487109889984131
2001-07-13,44.98513849150397,C,13.42559814453125,12.622995567321777,12.302530193328856,12.267200994491578,12.249297065734863,12.398189134597779,12.499634017944336
2001-07-16,45.11435236317331,A,12.939943313598633,12.820450019836425,12.386560153961181,12.295087385177613,12.25206563949585,12.398532247543335,12.508747820854188
2001-07-17,45.30705141463634,A,13.169991493225098,13.088833808898926,12.49231719970703,12.33352346420288,12.259625663757324,12.401175842285156,12.521074213981628
2001-07-18,45.39813555573368,A,13.131636619567873,13.242832946777344,12.594238758087158,12.371947813034058,12.262416229248046,12.403972578048705,12.533307065963745
2001-07-19,45.28096463621052,A,13.28500747680664,13.190435409545898,12.72172145843506,12.409940147399903,12.266685829162597,12.40855570793152,12.548172726631165
2001-07-20,45.16676963134315,A,13.10927677154541,13.12717113494873,12.875083351135254,12.446769857406617,12.268393783569335,12.409234294891357,12.562748956680299
2001-07-23,45.14574769573171,A,13.035794258117676,13.146341323852539,12.983395671844482,12.491996479034423,12.26856870651245,12.405672941207886,12.57577929019928
2001-07-24,45.064626425351065,A,12.83450984954834,13.079244995117188,13.084039402008056,12.530017518997193,12.280537166595458,12.39908833503723,12.589570970535279
2001-07-25,44.99443892543085,A,12.949525833129885,13.04282283782959,13.142827892303467,12.570434951782227,12.287880897521973,12.385475301742554,12.603544878959656
2001-07-26,44.89105543663556,A,12.792967796325684,12.9444149017334,13.067425155639649,12.61836051940918,12.29654067993164,12.368433637619018,12.616244955062866
2001-07-27,44.838277908050486,A,13.04538631439209,12.931636810302734,13.029403972625733,12.665967082977295,12.30999475479126,12.358463277816773,12.630501732826232
2001-07-30,44.86765871499288,A,13.419193267822266,13.008316612243652,13.077328968048096,12.731944561004639,12.333402805328369,12.358135957717895,12.645645470619202
2001-07-31,44.90355211976077,A,13.403227806091309,13.122060203552246,13.100652599334717,12.796484899520873,12.353950290679931,12.354649143218994,12.658843426704406
2001-08-01,44.98040593443944,A,13.49907684326172,13.231970405578613,13.137396621704102,12.86581768989563,12.38149715423584,12.356257467269897,12.673797330856324
