Date,GRADE,GPS,HSY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-10-14,55.68832889620942,B,23.675779342651367,24.17961006164551,25.240513229370116,26.570400142669676,26.397758407592775,25.229226474761962,24.97129020690918
2008-10-15,54.83874997119799,B,22.50838279724121,23.600686645507814,24.760580825805665,26.335895442962645,26.302951583862306,25.19123785018921,24.957729692459107
2008-10-16,55.0494967965006,B,24.05809593200684,23.65393829345703,24.506619834899904,26.080227184295655,26.235752334594725,25.159331569671632,24.95165107727051
2008-10-17,55.44333341977827,B,24.030776977539062,23.749513626098633,24.249926948547362,25.892486572265625,26.166652107238768,25.13419637680054,24.94696883201599
2008-10-20,55.30825244812733,B,24.337989807128903,23.722204971313477,24.144109535217286,25.658664226531982,26.093400917053224,25.113962020874023,24.944122610092162
2008-10-21,55.74563718945893,B,24.50183868408203,23.88741683959961,24.033513450622557,25.46204843521118,26.03006462097168,25.099226894378663,24.9456614112854
2008-10-22,56.50796459593716,B,23.778173446655277,24.14137496948242,23.871030807495117,25.26850414276123,25.953203086853026,25.07556173324585,24.94091586112976
2008-10-23,56.78789443443208,B,24.22194099426269,24.174143981933593,23.914041137695314,25.074961280822755,25.879662895202635,25.056402053833008,24.937855968475343
2008-10-24,56.59827735462443,B,22.931650161743164,23.954318618774415,23.851916122436524,24.81997537612915,25.774491920471192,25.031993160247804,24.930077495574952
2008-10-27,56.397357387719175,B,22.56981658935547,23.600683975219727,23.661444473266602,24.61687364578247,25.715050888061523,25.00498193740845,24.920489854812622
2008-10-28,56.6360723240521,B,24.54962158203125,23.61024055480957,23.74882869720459,24.494670963287355,25.694122200012206,24.995669136047365,24.92370053291321
2008-10-29,56.96037557854036,B,24.187803268432617,23.69216651916504,23.91677074432373,24.338675785064698,25.664602584838867,24.986869831085205,24.9233692073822
2008-10-30,57.42730939018916,B,25.08895492553711,23.86556930541992,24.019856643676757,24.26323823928833,25.657092933654784,24.986133689880372,24.929909782409666
2008-10-31,58.47828234212764,C,25.42347717285156,24.3639347076416,24.159126663208006,24.204526805877684,25.65436222076416,24.980750408172607,24.943588285446168
2008-11-03,59.7731621982631,C,25.785301208496094,25.007031631469726,24.303857803344727,24.223983669281004,25.67033721923828,24.99564748764038,24.95321063041687
2008-11-04,60.33551306550216,A,26.099346160888672,25.31697654724121,24.46360855102539,24.248561000823976,25.697645111083986,25.018561687469482,24.96147060394287
2008-11-05,60.65769241186543,A,25.02068901062012,25.48355369567871,24.587860107421875,24.229445457458496,25.69969326019287,25.03529525756836,24.966036882400513
2008-11-06,60.47368810942081,A,24.085405349731445,25.282843780517577,24.57420654296875,24.24412384033203,25.682352981567384,25.04315004348755,24.965926742553712
2008-11-07,60.40744002705995,A,24.925107955932617,25.18316993713379,24.773552322387694,24.31273422241211,25.68808753967285,25.0638045501709,24.97058165550232
2008-11-10,60.0177217963305,A,24.788578033447266,24.983825302124025,24.995428466796874,24.32843647003174,25.691091499328614,25.085193424224855,24.975886964797972
2008-11-11,59.48242493249517,A,24.35846900939941,24.63564987182617,24.97631320953369,24.36257095336914,25.67634532928467,25.103161697387694,24.980408010482787
2008-11-12,59.19062389897983,A,23.81232070922852,24.39397621154785,24.93876495361328,24.427767848968507,25.64972026824951,25.114178371429443,24.982764835357667
2008-11-13,59.57724381203303,A,25.08213233947754,24.59332160949707,24.938082695007324,24.478969669342042,25.654089584350587,25.142228031158446,24.991770648956297
2008-11-14,59.33492233213005,A,24.54962158203125,24.5182243347168,24.850697135925294,24.50491189956665,25.63005874633789,25.167729606628416,24.9998134803772
2008-11-17,58.76806719505396,P,23.42318153381348,24.24514503479004,24.614485168457033,24.459171485900878,25.566977653503418,25.179934825897217,25.001191024780272
2008-11-18,58.53709503102291,P,23.68943977355957,24.11133918762207,24.373494529724123,24.418551540374757,25.514137191772463,25.19561544418335,24.999434270858764
2008-11-19,58.25561086934775,P,23.06136512756348,23.961148071289063,24.177562141418456,24.382711124420165,25.448052520751954,25.204879817962645,24.99520366668701
