Date,GRADE,GPS,SNPS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-12-26,47.44600418848524,C,26.459999084472656,26.1939998626709,26.082999801635744,25.714999866485595,25.780400009155272,26.164199981689453,26.513600025177002
2007-12-27,47.44647248179928,C,26.01000022888184,26.220000076293946,26.005999755859374,25.786499881744383,25.72880001068115,26.18769998550415,26.508600025177003
2007-12-28,47.427057798974495,C,25.8799991607666,26.173999786376953,25.990999603271483,25.849999809265135,25.69680000305176,26.197299976348877,26.504750022888185
2007-12-31,47.39022914364988,C,25.93000030517578,26.107999801635742,26.020999717712403,25.96649980545044,25.654799995422362,26.20709997177124,26.50195002555847
2008-01-01,47.33209873609125,B,25.93000030517578,26.04199981689453,26.042999839782716,26.06349983215332,25.616199989318847,26.218199977874757,26.499150028228758
2008-01-02,47.18444838473042,B,25.200000762939453,25.79000015258789,25.992000007629393,26.108499908447264,25.562999992370607,26.222599983215332,26.49370002746582
2008-01-03,47.09113222833094,B,24.899999618530277,25.568000030517577,25.89400005340576,26.10049991607666,25.51319999694824,26.235399971008302,26.487650022506713
2008-01-04,46.934246333397176,B,24.729999542236328,25.338000106811524,25.755999946594237,25.967999935150146,25.45599998474121,26.24239995956421,26.480150022506713
2008-01-07,46.71643356649961,B,24.399999618530277,25.03199996948242,25.569999885559085,25.83099994659424,25.39599998474121,26.243299961090088,26.470900020599366
2008-01-08,46.40755186224526,B,23.59000015258789,24.563999938964844,25.302999877929686,25.70099992752075,25.318999977111815,26.22899995803833,26.455600023269653
2008-01-09,46.140076953832306,B,23.209999084472656,24.165999603271484,24.977999877929687,25.530499839782713,25.217999954223632,26.20349994659424,26.438250017166137
2008-01-10,45.906918932992305,B,23.399999618530277,23.865999603271483,24.716999816894532,25.361499786376953,25.128999938964842,26.16769994735718,26.42075001716614
2008-01-11,45.73438162379207,B,23.170000076293945,23.55399971008301,24.445999908447266,25.218499755859376,25.03199993133545,26.128999938964842,26.402100019454956
2008-01-14,45.6865875768569,B,23.700000762939453,23.413999938964842,24.22299995422363,25.12199983596802,24.95199993133545,26.095499954223634,26.385900020599365
2008-01-15,45.787323579704044,B,23.700000762939453,23.436000061035156,24.0,25.021499919891358,24.893999938964843,26.064499969482423,26.3721000289917
2008-01-16,45.988175174937005,B,23.809999465942383,23.5560001373291,23.860999870300294,24.926499938964845,24.854799919128418,26.031099967956543,26.35790002822876
2008-01-17,46.122401027203956,B,23.440000534057617,23.56400032043457,23.714999961853028,24.804500007629393,24.81699993133545,25.995499973297118,26.34035002708435
2008-01-18,46.333373072990746,B,23.850000381469727,23.700000381469728,23.627000045776366,24.691499996185303,24.80699993133545,25.960799980163575,26.3258500289917
2008-01-21,46.44580210535062,B,23.850000381469727,23.730000305175782,23.572000122070314,24.571000003814696,24.802199935913087,25.926099987030028,26.30950002670288
2008-01-22,46.4457800543189,B,23.209999084472656,23.631999969482422,23.53400001525879,24.41849994659424,24.779599914550783,25.889099979400633,26.288100023269653
2008-01-23,46.331096912281986,B,22.6200008392334,23.394000244140624,23.475000190734864,24.226500034332275,24.741599922180175,25.84769998550415,26.26405002593994
2008-01-24,46.32309391817515,B,23.030000686645508,23.312000274658203,23.438000297546388,24.07750005722046,24.717799949645997,25.807299995422362,26.24250002861023
2008-01-25,46.24118015421456,B,23.049999237060547,23.15200004577637,23.42600021362305,23.936000061035156,24.692199935913084,25.77069999694824,26.219250020980834
2008-01-28,46.22077725217347,B,23.46999931335449,23.07599983215332,23.40300006866455,23.813000011444093,24.682199935913086,25.741399993896483,26.198100013732912
2008-01-29,46.36041034267137,B,24.1299991607666,23.25999984741211,23.445999908447266,23.72299995422363,24.694999923706053,25.71779998779297,26.178350009918212
2008-01-30,46.588397167674835,B,24.040000915527344,23.543999862670898,23.46900005340576,23.664999961853027,24.70979995727539,25.69170000076294,26.158150014877318
2008-01-31,46.51822624634587,B,22.020000457763672,23.341999816894532,23.327000045776366,23.5210000038147,24.684199981689453,25.6475,26.12850001335144
2008-02-01,46.54178580373341,B,22.780000686645508,23.288000106811523,23.220000076293946,23.423500061035156,24.672000007629393,25.616400012969972,26.10230001449585
2008-02-04,46.55951483416535,B,23.209999084472656,23.236000061035156,23.15599994659424,23.364000034332275,24.66279998779297,25.589400005340575,26.080050010681152
2008-02-05,46.416136372870604,B,22.780000686645508,22.966000366210938,23.113000106811523,23.323500061035155,24.63759998321533,25.552900009155273,26.0555500125885
2008-02-06,46.21112476953681,B,22.32999992370605,22.62400016784668,23.084000015258788,23.279500102996828,24.593399963378907,25.511100006103515,26.027850008010866
2008-02-07,46.267045842486176,B,22.049999237060547,22.629999923706055,22.985999870300294,23.21200008392334,24.542799949645996,25.467800006866455,25.998150005340577
2008-02-08,46.234619370767625,B,22.290000915527344,22.53199996948242,22.910000038146972,23.16800012588501,24.49639995574951,25.42640001296997,25.96835000991821
2008-02-11,46.15900391730409,B,22.38999938964844,22.368000030517578,22.802000045776367,23.10250005722046,24.472199935913086,25.38829999923706,25.939550008773804
2008-02-12,46.13865498063212,B,22.40999984741211,22.293999862670898,22.630000114440918,23.03800001144409,24.440599937438964,25.348799991607667,25.910900011062623
2008-02-13,46.25156839801034,B,23.13999938964844,22.455999755859374,22.539999961853027,23.004500007629396,24.41739994049072,25.315799980163575,25.884500007629395
2008-02-14,46.42368842774269,B,23.489999771118164,22.743999862670897,22.686999893188478,23.006999969482422,24.38599994659424,25.280799980163575,25.86180000305176
2008-02-15,46.470926885933274,B,23.030000686645508,22.891999816894533,22.711999893188477,22.96599998474121,24.298999977111816,25.24029998779297,25.83505001068115
2008-02-18,46.507414155957484,B,23.030000686645508,23.020000076293947,22.694000053405762,22.925,24.21680000305176,25.195900001525878,25.809150018692016
2008-02-19,46.63860640330469,C,23.46999931335449,23.231999969482423,22.76299991607666,22.938000011444093,24.162399978637694,25.15840000152588,25.786150016784667
2008-02-20,46.61514910557691,C,23.030000686645508,23.210000228881835,22.832999992370606,22.9585000038147,24.09059997558594,25.11560001373291,25.762400016784667
2008-02-21,46.555153690774326,C,23.520000457763672,23.216000366210938,22.98000011444092,22.982999992370605,24.0253999710083,25.081400012969972,25.742600021362303
2008-02-22,46.64708385665673,C,23.59000015258789,23.328000259399413,23.11000003814697,23.010000038146973,23.97659996032715,25.048400020599367,25.721400022506714
2008-02-25,46.77557795738008,C,23.86000061035156,23.494000244140626,23.257000160217284,23.029500102996828,23.941199989318847,25.01870002746582,25.69915002822876
2008-02-26,46.82635992612257,C,24.32999992370605,23.666000366210938,23.44900016784668,23.039500141143797,23.913600006103515,24.984200019836425,25.679350023269652
2008-02-27,46.92424980960135,C,24.21999931335449,23.904000091552735,23.557000160217285,23.048500061035156,23.883800010681153,24.94640001296997,25.658950023651123
2008-02-28,46.9479982440219,C,23.709999084472656,23.94199981689453,23.579000091552736,23.132999992370607,23.840400009155275,24.90010000228882,25.650550022125245
2008-02-29,46.85901026497103,C,23.209999084472656,23.865999603271483,23.59699993133545,23.15449991226196,23.782399978637695,24.846199989318848,25.633300018310546
2008-03-03,46.70153618927063,C,22.96999931335449,23.687999343872068,23.590999794006343,23.142499923706055,23.716599960327148,24.79109998703003,25.614850015640258
2008-03-04,46.50982057379631,C,22.899999618530277,23.401999282836915,23.533999824523924,23.14849987030029,23.649399948120116,24.736699981689455,25.597600011825563
2008-03-05,46.369081135911934,B,23.1299991607666,23.183999252319335,23.543999671936035,23.18849983215332,23.582799949645995,24.681599979400634,25.579600009918213
2008-03-06,46.22945358830564,B,22.75,22.991999435424805,23.46699962615967,23.223499870300294,23.51759994506836,24.623199977874755,25.560750007629395
2008-03-07,46.17469153614443,B,22.549999237060547,22.859999465942384,23.362999534606935,23.236499786376953,23.450999946594237,24.573899974822996,25.53720000267029
2008-03-10,46.182497107403925,B,22.81999969482422,22.82999954223633,23.2589994430542,23.25799980163574,23.388799934387208,24.521799964904787,25.51239999771118
2008-03-11,46.23516737100565,B,23.040000915527344,22.857999801635742,23.129999542236327,23.289499855041505,23.33099994659424,24.47359996795654,25.48989999771118
2008-03-12,46.17250714072523,B,22.420000076293945,22.71599998474121,22.949999618530274,23.253499889373778,23.27539993286133,24.419199962615966,25.464499998092652
2008-03-13,46.19698329932197,B,22.700000762939453,22.706000137329102,22.848999786376954,23.213999938964843,23.231399955749513,24.372299976348877,25.441149997711182
2008-03-14,46.18965113648715,B,22.209999084472656,22.638000106811525,22.748999786376952,23.1729998588562,23.180999946594238,24.318499965667726,25.414799995422364
2008-03-17,46.07127166403759,B,21.32999992370605,22.34000015258789,22.58499984741211,23.08799982070923,23.119599952697754,24.257799968719482,25.386399993896486
2008-03-18,46.010658273013426,B,22.01000022888184,22.13400001525879,22.495999908447267,23.014999866485596,23.087999954223633,24.203499965667724,25.362999992370604
2008-03-19,46.042996496942045,B,21.989999771118164,22.047999954223634,22.381999969482422,22.96299982070923,23.06359996795654,24.14079996109009,25.338699989318847
2008-03-20,45.97768196626047,B,21.780000686645508,21.863999938964845,22.285000038146972,22.87599983215332,23.031199989318846,24.080099964141844,25.312649993896486
2008-03-21,45.96681268109888,B,21.780000686645508,21.778000259399413,22.20800018310547,22.785499858856202,23.00340000152588,24.017699966430666,25.286399993896485
2008-03-24,46.161179958925494,B,22.559999465942383,22.02400016784668,22.182000160217285,22.720499801635743,22.98059997558594,23.966299953460695,25.264799995422365
2008-03-25,46.25103041757711,B,22.559999465942383,22.13400001525879,22.13400001525879,22.63199977874756,22.957799949645995,23.92589994430542,25.241999988555907
2008-03-26,46.4207370295455,B,23.07999992370605,22.352000045776368,22.2,22.574999809265137,22.94319995880127,23.898999938964845,25.22409998893738
2008-03-27,46.59459620794521,B,22.670000076293945,22.529999923706054,22.196999931335448,22.522999858856203,22.927799949645998,23.872399940490723,25.20309998512268
2008-03-28,46.79131366611974,C,22.780000686645508,22.729999923706053,22.254000091552733,22.501499938964844,22.90639995574951,23.85669994354248,25.184049987792967
2008-03-31,46.87085070036685,C,22.709999084472656,22.75999984741211,22.392000007629395,22.488499927520753,22.88359992980957,23.84289993286133,25.165999984741212
2008-04-01,47.023713039009245,C,23.209999084472656,22.889999771118163,22.511999893188477,22.50399990081787,22.88359992980957,23.831599922180175,25.150249977111816
2008-04-02,47.062959943355935,C,23.229999542236328,22.91999969482422,22.635999870300292,22.50899991989136,22.89579990386963,23.8186999130249,25.13209997177124
2008-04-03,47.138369320420274,C,23.07999992370605,23.00199966430664,22.765999794006348,22.52549991607666,22.89679988861084,23.80729991912842,25.11349997520447
2008-04-04,47.224089493116175,C,23.530000686645508,23.15199966430664,22.94099979400635,22.574499988555907,22.90639991760254,23.79929992675781,25.098999977111816
2008-04-07,47.30064183460198,C,23.6200008392334,23.334000015258788,23.04699993133545,22.614500045776367,22.909399948120118,23.7957999420166,25.08269998550415
2008-04-08,47.28374777532841,C,23.450000762939453,23.382000350952147,23.136000061035155,22.635000038146973,22.895799980163574,23.795399951934815,25.06559998512268
2008-04-09,47.18765286124213,C,22.57999992370605,23.252000427246095,23.086000061035158,22.643000030517577,22.86659996032715,23.78819995880127,25.044149980545043
2008-04-10,47.174718721956,C,22.989999771118164,23.234000396728515,23.118000030517578,22.657499980926513,22.88599994659424,23.785099964141846,25.026249980926515
2008-04-11,46.99393858458748,C,22.239999771118164,22.976000213623045,23.063999938964844,22.65900001525879,22.875199928283692,23.773599967956542,25.003449983596802
2008-04-14,46.827546070737576,B,22.190000534057617,22.690000152587892,23.01200008392334,22.702000045776366,22.85479995727539,23.75879997253418,24.98154998779297
2008-04-15,46.66377095688011,B,21.940000534057617,22.388000106811525,22.885000228881836,22.698500061035155,22.837999954223633,23.737799968719482,24.95979998588562
2008-04-16,46.741079771887854,B,22.90999984741211,22.454000091552736,22.853000259399415,22.744500064849852,22.849599952697755,23.72149995803833,24.942099981307983
2008-04-17,46.69359644767824,B,22.729999542236328,22.40200004577637,22.81800022125244,22.792000007629394,22.86319995880127,23.702999954223632,24.92004998207092
2008-04-18,46.82289051224529,B,23.1299991607666,22.579999923706055,22.77800006866455,22.85949993133545,22.879999923706055,23.688199939727784,24.901399974822997
2008-04-21,46.90409760750695,B,22.709999084472656,22.683999633789064,22.686999893188478,22.866999912261964,22.88639991760254,23.679299926757814,24.880599966049193
2008-04-22,46.94981188032188,C,22.030000686645508,22.70199966430664,22.544999885559083,22.84049997329712,22.878799934387207,23.659699935913086,24.854749965667725
2008-04-23,46.87924941106045,C,22.549999237060547,22.629999542236327,22.54199981689453,22.813999938964844,22.86699993133545,23.642199935913087,24.833349962234497
2008-04-24,46.908159170686936,C,23.280000686645508,22.739999771118164,22.570999908447266,22.84449996948242,22.862799949645996,23.624399948120118,24.812499961853028
2008-04-25,46.82221766813376,B,23.020000457763672,22.71800003051758,22.648999977111817,22.85649995803833,22.86259994506836,23.580799961090086,24.793099966049194
2008-04-28,46.76161966472851,C,22.65999984741211,22.70800018310547,22.695999908447266,22.8539999961853,22.855199928283692,23.535999965667724,24.770949964523314
2008-04-29,46.888213431505854,C,23.280000686645508,22.95800018310547,22.829999923706055,22.857500076293945,22.85139995574951,23.506899967193604,24.755299968719484
2008-04-30,46.92709299334073,C,23.11000061035156,23.070000457763673,22.85,22.85150012969971,22.852999954223634,23.471799964904786,24.73809997558594
2008-05-01,46.9516055108962,C,23.700000762939453,23.15400047302246,22.947000122070314,22.882500171661377,22.85659996032715,23.440999965667725,24.728599977493285
2008-05-02,47.017896509171116,C,23.56999969482422,23.26400032043457,22.991000175476074,22.884500122070314,22.856199951171874,23.41639995574951,24.71934997558594
2008-05-05,47.13983215042699,C,23.61000061035156,23.454000473022457,23.081000328063965,22.88400011062622,22.851199951171875,23.396199970245362,24.712249975204468
2008-05-06,47.163229975267576,C,23.76000022888184,23.550000381469726,23.2540002822876,22.89950008392334,22.83979995727539,23.376699981689452,24.708749980926513
2008-05-07,47.248530172794325,C,23.63999938964844,23.6560001373291,23.363000297546385,22.95250005722046,22.82819995880127,23.35599998474121,24.705849981307985
2008-05-08,47.24614657027368,C,23.76000022888184,23.66800003051758,23.41100025177002,22.99100008010864,22.829199981689452,23.33479999542236,24.69899998664856
2008-05-09,47.270677268729436,C,23.559999465942383,23.665999984741212,23.46500015258789,23.057000064849852,22.836199989318846,23.30929998397827,24.69679998397827
2008-05-12,47.308238452930794,C,23.8700008392334,23.71800003051758,23.58600025177002,23.141000080108643,22.854200019836426,23.285399990081785,24.69639998435974
2008-05-13,47.39323092438543,C,24.440000534057617,23.854000091552734,23.702000236511232,23.266000080108643,22.885000038146973,23.267199993133545,24.701599988937378
2008-05-14,47.52197979031408,A,24.959999084472656,24.118000030517578,23.88700008392334,23.36850004196167,22.921600036621093,23.252199993133544,24.7081999874115
2008-05-15,47.68263720025516,A,24.940000534057617,24.354000091552734,24.011000061035155,23.479000091552734,22.965400047302246,23.241499996185304,24.714599990844725
2008-05-16,47.823583180979284,A,24.979999542236328,24.638000106811525,24.15200004577637,23.57150011062622,23.014000053405763,23.2325,24.714899988174437
2008-05-19,47.92064249607307,A,25.07999992370605,24.879999923706055,24.298999977111816,23.690000152587892,23.0592000579834,23.223999996185302,24.71554998397827
2008-05-20,47.900920566107835,A,24.709999084472656,24.933999633789064,24.3939998626709,23.824000072479247,23.092600021362305,23.21179998397827,24.714999980926514
2008-05-21,47.831312619213236,A,24.690000534057617,24.879999923706055,24.498999977111815,23.9310001373291,23.138000030517578,23.206699981689454,24.714649982452393
2008-05-22,47.903372201904624,A,25.86000061035156,25.063999938964844,24.709000015258788,24.060000133514404,23.20120002746582,23.216299991607666,24.725849981307984
2008-05-23,47.91977240093764,A,25.26000022888184,25.120000076293945,24.879000091552733,24.172000122070312,23.262200050354004,23.221599998474122,24.731999979019164
2008-05-26,47.944469101158525,A,25.26000022888184,25.1560001373291,25.018000030517577,24.3020001411438,23.34080005645752,23.230200004577636,24.736749982833864
2008-05-27,48.04452568060743,A,25.549999237060547,25.32400016784668,25.12899990081787,24.41550006866455,23.411600036621095,23.249799995422364,24.739399976730347
2008-05-28,48.176216342041805,A,25.86000061035156,25.55800018310547,25.21900005340576,24.553000068664552,23.48900005340576,23.27630001068115,24.739899978637695
2008-05-29,48.13247324059028,A,26.100000381469727,25.6060001373291,25.335000038146973,24.673000049591064,23.575400047302246,23.303300018310548,24.73549998283386
2008-05-30,48.20176044502776,A,26.350000381469727,25.82400016784668,25.472000122070312,24.81200008392334,23.66680004119873,23.335100021362305,24.732049980163573
2008-06-02,48.19926842395943,A,26.01000022888184,25.97400016784668,25.565000152587892,24.932000064849852,23.73580005645752,23.35820001602173,24.72684998512268
2008-06-03,48.1642849339212,A,25.899999618530277,26.044000244140626,25.68400020599365,25.039000034332275,23.802600059509277,23.380200004577638,24.72234998703003
2008-06-04,48.09353532848352,A,26.0,26.072000122070314,25.815000152587892,25.157000064849854,23.861000061035156,23.402100009918215,24.71659998893738
2008-06-05,48.068397268075294,A,26.26000022888184,26.104000091552734,25.85500011444092,25.282000064849854,23.932800064086916,23.430300006866457,24.712899990081787
2008-06-06,47.8838083324986,A,25.399999618530277,25.913999938964842,25.869000053405763,25.374000072479248,23.98520004272461,23.44579999923706,24.703299989700316
2008-06-09,47.7378466595864,A,25.1299991607666,25.737999725341798,25.85599994659424,25.436999988555907,24.033600044250488,23.45859998703003,24.692349987030028
2008-06-10,47.584410380133704,A,24.979999542236328,25.553999710083012,25.798999977111816,25.463999938964843,24.069000053405762,23.476299991607664,24.68269998550415
2008-06-11,47.41416723253704,P,24.81999969482422,25.317999649047856,25.69499988555908,25.45699996948242,24.10080005645752,23.498299980163573,24.67299998283386
2008-06-12,47.22514307556778,P,24.90999984741211,25.047999572753906,25.57599983215332,25.455499935150147,24.13740005493164,23.51709997177124,24.662199983596803
2008-06-13,47.1725302168494,P,24.989999771118164,24.965999603271484,25.439999771118167,25.45599994659424,24.166600036621094,23.536499977111816,24.65359998703003
2008-06-16,47.170281145203575,P,25.1200008392334,24.963999938964843,25.350999832153324,25.457999992370606,24.196600036621092,23.552999992370605,24.647199993133544
2008-06-17,47.188584063456595,P,25.059999465942383,24.979999923706053,25.266999816894533,25.47550001144409,24.22880001068115,23.562299995422364,24.640049991607665
2008-06-18,47.23973646827029,P,24.96999931335449,25.00999984741211,25.16399974822998,25.489499950408934,24.276599998474122,23.571599979400634,24.631649990081787
2008-06-19,47.27645799150139,P,24.76000022888184,24.979999923706053,25.013999748229985,25.43449993133545,24.312000007629393,23.598999977111816,24.62324998855591
2008-06-20,47.28913881828189,P,24.549999237060547,24.891999816894533,24.92899971008301,25.398999881744384,24.358199996948244,23.616699962615968,24.61654998779297
2008-06-23,47.25842722689813,P,24.450000762939453,24.75799980163574,24.860999870300294,25.358499908447264,24.403400001525878,23.629099979400635,24.609249992370607
2008-06-24,47.19623726516672,P,24.1299991607666,24.571999740600585,24.77599983215332,25.28749990463257,24.44719997406006,23.642599964141844,24.59774998664856
2008-06-25,47.2060009663052,P,24.850000381469727,24.547999954223634,24.778999900817873,25.236999893188475,24.485999984741213,23.667799968719482,24.5894499874115
2008-06-26,47.17015027191058,P,24.149999618530277,24.42599983215332,24.702999877929688,25.139499855041503,24.51439998626709,23.68879997253418,24.578299989700316
2008-06-27,47.08426312595367,P,23.86000061035156,24.288000106811523,24.589999961853028,25.014999866485596,24.529000015258788,23.704499969482423,24.565449991226195
2008-06-30,47.03324606670136,P,23.899999618530277,24.177999877929686,24.467999839782713,24.909499835968017,24.55280002593994,23.719599971771242,24.55394998550415
2008-07-01,47.02941292434875,P,23.82999992370605,24.118000030517578,24.344999885559083,24.805999851226808,24.58880001068115,23.73379997253418,24.541299982070925
2008-07-02,46.893620558753696,P,23.75,23.897999954223632,24.22299995422363,24.693499851226807,24.61280002593994,23.739899978637695,24.527849979400635
2008-07-03,46.80108654094257,P,23.479999542236328,23.763999938964844,24.094999885559083,24.55449981689453,24.616800003051758,23.739799976348877,24.510299978256224
2008-07-04,46.78977920182473,P,23.479999542236328,23.687999725341797,23.98799991607666,24.458499813079833,24.62599998474121,23.744299964904783,24.49229997634888
2008-07-07,46.78903206457945,P,23.68000030517578,23.6439998626709,23.910999870300294,24.385999870300292,24.646399993896484,23.750799961090088,24.473349981307983
2008-07-08,46.827375606928676,P,24.13999938964844,23.705999755859374,23.911999893188476,24.3439998626709,24.663599967956543,23.75749996185303,24.457949981689453
2008-07-09,46.90153710853497,P,24.0,23.755999755859374,23.826999855041503,24.302999877929686,24.681399955749512,23.767199954986573,24.44139998435974
2008-07-10,47.03754920963106,P,24.18000030517578,23.895999908447266,23.829999923706055,24.26649990081787,24.69099994659424,23.773799953460692,24.42759998321533
2008-07-11,47.14924869958341,P,24.25,24.05,23.868999862670897,24.229499912261964,24.704599952697755,23.780399951934815,24.41439998626709
2008-07-14,47.1756760258853,P,23.88999938964844,24.091999816894532,23.867999839782716,24.167999839782716,24.710199928283693,23.780699939727782,24.3996999835968
2008-07-15,47.11850115390177,P,23.93000030517578,24.05,23.87799987792969,24.111499881744386,24.713599929809572,23.776699943542482,24.380449981689452
2008-07-16,47.122974014960334,A,24.21999931335449,24.0939998626709,23.924999809265138,24.073999881744385,24.72519992828369,23.776699943542482,24.361549978256225
2008-07-17,47.13608242894202,A,24.540000915527344,24.165999984741212,24.03099994659424,24.06299991607666,24.7407999420166,23.78499996185303,24.342549982070924
2008-07-18,47.13914731591357,A,24.51000022888184,24.21800003051758,24.13400001525879,24.060999965667726,24.75979995727539,23.79799997329712,24.322099981307982
2008-07-21,47.17775054021484,A,24.239999771118164,24.288000106811523,24.189999961853026,24.05049991607666,24.767199935913087,23.810699977874755,24.300899982452393
2008-07-22,47.21617392134794,A,24.07999992370605,24.318000030517577,24.18400001525879,24.047999954223634,24.759999923706054,23.822499980926512,24.27959998130798
2008-07-23,47.219675522863135,A,24.440000534057617,24.362000274658204,24.22800006866455,24.027499961853028,24.749599952697753,23.835599994659425,24.258599987030028
2008-07-24,47.10790852896269,C,23.790000915527344,24.2120002746582,24.189000129699707,24.00950002670288,24.72659996032715,23.846000003814698,24.23459999084473
2008-07-25,47.03755082774365,B,24.01000022888184,24.112000274658204,24.16500015258789,24.017000007629395,24.70719997406006,23.86060001373291,24.217249994277953
2008-07-28,46.96935648163231,B,23.809999465942383,24.026000213623046,24.157000160217287,24.0125,24.681799964904783,23.870500011444094,24.19614998817444
2008-07-29,46.9652500833703,B,24.01000022888184,24.012000274658202,24.16500015258789,24.021500015258788,24.667799987792968,23.880200004577638,24.176899986267088
2008-07-30,46.979660171543884,B,24.309999465942383,23.986000061035156,24.17400016784668,24.049499988555908,24.660199966430664,23.89909999847412,24.159149980545045
2008-07-31,47.03896022039686,B,24.020000457763672,24.03199996948242,24.12200012207031,24.076500034332277,24.623399963378905,23.912299995422362,24.14229998588562
2008-08-01,47.012951415117804,B,23.6299991607666,23.955999755859374,24.03400001525879,24.084000015258788,24.590799942016602,23.926499996185303,24.122499980926513
2008-08-04,47.0542268849625,B,23.82999992370605,23.95999984741211,23.993000030517578,24.091499996185302,24.562199935913085,23.9514999961853,24.104649982452393
2008-08-05,47.108052561382,C,24.450000762939453,24.047999954223634,24.030000114440917,24.107000064849853,24.540199966430663,23.97590000152588,24.0896999835968
2008-08-06,47.1560029592971,C,24.88999938964844,24.163999938964842,24.075,24.151500034332276,24.520799942016602,24.00489999771118,24.072849979400633
2008-08-07,47.20165788594463,C,24.399999618530277,24.239999771118168,24.135999870300292,24.1625,24.48679992675781,24.03109998703003,24.055599975585938
2008-08-08,47.300600337216814,C,24.5,24.413999938964842,24.184999847412108,24.175000000000004,24.449799919128417,24.058299980163575,24.03799997329712
2008-08-11,47.344106478476554,C,24.440000534057617,24.53600006103516,24.247999954223634,24.202500057220462,24.418399925231935,24.077099990844726,24.02169997215271
2008-08-12,47.36520763550619,C,24.75,24.59599990844727,24.321999931335448,24.243500041961674,24.395399932861327,24.098999996185302,24.01244997024536
2008-08-13,47.32755065018852,C,24.649999618530277,24.547999954223634,24.35599994659424,24.265000057220462,24.368399925231934,24.114699993133545,24.006849966049195
2008-08-14,47.33545728560956,C,24.549999237060547,24.577999877929688,24.408999824523924,24.26549997329712,24.334199905395508,24.13349998474121,24.00294996261597
2008-08-15,47.30396489681784,C,24.09000015258789,24.495999908447267,24.454999923706055,24.244499969482426,24.30799991607666,24.146599979400634,24.001649961471557
2008-08-18,47.26502056653271,C,23.8799991607666,24.383999633789063,24.45999984741211,24.226499938964846,24.282999916076662,24.158299980163573,24.000599956512453
2008-08-19,47.10395384468126,B,23.299999237060547,24.093999481201173,24.344999694824217,24.18749990463257,24.249399909973146,24.159199981689454,23.995399951934814
2008-08-20,47.06682885884683,B,24.13999938964844,23.991999435424805,24.269999694824218,24.172499847412112,24.23579990386963,24.168299980163575,23.993499946594238
2008-08-21,46.71540133022943,B,21.31999969482422,23.34599952697754,23.961999702453614,24.048999786376957,24.16399990081787,24.150699977874755,23.97899994850159
2008-08-22,46.45039896100342,B,21.82999992370605,22.89399948120117,23.69499969482422,23.939999771118167,24.10079990386963,24.13369997024536,23.966499948501585
2008-08-25,46.13706078938264,B,21.18000030517578,22.35399971008301,23.368999671936034,23.808499813079838,24.021999893188475,24.109299964904785,23.952549953460693
2008-08-26,45.950415607575685,B,21.25,21.9439998626709,23.018999671936037,23.670499801635742,23.945799903869627,24.08729995727539,23.9413499546051
2008-08-27,45.697646118890184,B,21.559999465942383,21.427999877929686,22.709999656677248,23.532999801635743,23.877599906921386,24.077099952697754,23.93264995574951
2008-08-28,45.86784914679938,B,21.709999084472656,21.505999755859374,22.425999641418457,23.41749973297119,23.816599884033202,24.064299945831298,23.924699954986572
2008-08-29,45.96733492553347,B,21.530000686645508,21.445999908447266,22.16999969482422,23.312499809265137,23.7561999130249,24.057199954986572,23.915399961471557
2008-09-01,46.15291133559353,B,21.530000686645508,21.51599998474121,21.934999847412108,23.19749984741211,23.697799911499022,24.05059995651245,23.904699964523317
2008-09-02,46.27433018339617,B,21.190000534057617,21.504000091552733,21.723999977111816,23.03449983596802,23.638999938964844,24.04309995651245,23.890449962615968
2008-09-03,46.30898053853912,B,21.200000762939453,21.432000350952148,21.43000011444092,22.84999990463257,23.56599994659424,24.025999965667726,23.873749961853026
2008-09-04,46.2216178623998,B,20.549999237060547,21.200000381469728,21.35300006866455,22.657499885559083,23.493999938964844,24.004199962615967,23.8535999584198
2008-09-05,46.14932361078642,B,20.670000076293945,21.028000259399413,21.23700008392334,22.46599988937378,23.43019992828369,23.97959997177124,23.833899955749512
2008-09-08,46.10088625314918,B,20.790000915527344,20.88000030517578,21.198000144958495,22.283499908447265,23.367999954223635,23.960399990081786,23.8198499584198
2008-09-09,46.0361251665911,B,20.239999771118164,20.690000152587892,21.097000122070312,22.057999897003175,23.296199951171875,23.942499980926513,23.8010999584198
2008-09-10,46.089021231851206,B,20.809999465942383,20.611999893188475,21.022000122070313,21.86599988937378,23.23739994049072,23.925099983215333,23.783649959564208
2008-09-11,46.136534947684545,B,20.729999542236328,20.647999954223632,20.92400016784668,21.674999904632568,23.182399940490722,23.89959997177124,23.76199995994568
2008-09-12,46.148508152019964,B,20.6200008392334,20.638000106811525,20.83300018310547,21.501499938964844,23.125199966430664,23.87559997558594,23.728199968338014
2008-09-15,46.05218539292744,B,20.059999465942383,20.49199981689453,20.686000061035156,21.310499954223634,23.052799949645998,23.84959997177124,23.692799968719484
2008-09-16,46.06532263213012,B,20.270000457763672,20.497999954223634,20.59400005340576,21.15900001525879,22.9753999710083,23.819499969482422,23.663199968338013
2008-09-17,45.91997900098418,B,19.649999618530277,20.26599998474121,20.438999938964844,20.93450002670288,22.888399963378905,23.78489995956421,23.6283499622345
2008-09-18,45.88172699812102,B,20.100000381469727,20.14000015258789,20.39400005340576,20.873500061035156,22.806799964904783,23.74889995574951,23.594949960708618
