Date,GRADE,GPS,UNP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-08-13,55.440647739173436,A,46.63173294067383,46.76891403198242,46.91031455993652,46.393758392333986,45.07087158203125,43.56065200805664,42.15103977203369
2012-08-14,55.13829437106764,A,46.627891540527344,46.64858856201172,46.87467613220215,46.45775299072265,45.1827661895752,43.60572658538818,42.191427879333496
2012-08-15,55.23102124320448,P,47.405799865722656,46.77964401245117,46.955915451049805,46.555661010742185,45.286460647583006,43.66849006652832,42.243183574676515
2012-08-16,55.56250301086211,A,47.86946105957031,47.057847595214845,47.075474166870116,46.59685497283935,45.39866203308105,43.737833938598634,42.29345262527466
2012-08-17,55.85284553668689,A,47.90394973754883,47.287767028808595,47.09348373413086,46.70051097869873,45.50879409790039,43.80721778869629,42.339185123443606
2012-08-20,56.14842000345135,A,47.6395378112793,47.48932800292969,47.12912101745606,46.83520565032959,45.62153175354004,43.86587726593017,42.3834260559082
2012-08-21,56.475271559663604,A,47.79283142089844,47.72231597900391,47.18545227050781,46.987145233154294,45.71771530151367,43.933120765686034,42.42766111373901
2012-08-22,56.46317930619805,A,47.78133010864258,47.79742202758789,47.28853302001953,47.12701358795166,45.8126725769043,43.99784812927246,42.47441917419434
2012-08-23,56.208643758583996,A,47.43644714355469,47.710819244384766,47.3843334197998,47.18411083221436,45.890462493896486,44.05809757232666,42.521506004333496
2012-08-24,55.966755117468615,A,47.51308059692383,47.63264541625976,47.46020622253418,47.21304187774658,45.96035797119141,44.11911334991455,42.56686632156372
2012-08-27,55.74659473131711,A,47.3828010559082,47.58129806518555,47.535313034057616,47.22281379699707,46.00220352172852,44.18824058532715,42.618412761688234
2012-08-28,55.48158415701167,A,47.32532501220703,47.487796783447266,47.60505638122559,47.23986625671387,46.04121345520019,44.261366844177246,42.66997325897217
2012-08-29,55.242014252213465,A,47.27910614013672,47.387351989746094,47.59238700866699,47.2741512298584,46.08788269042969,44.330905532836915,42.725540771484376
2012-08-30,55.01757205338825,A,46.74771499633789,47.24960556030273,47.48021240234375,47.27784328460693,46.13794914245605,44.38369598388672,42.77845132827759
2012-08-31,54.80236684306508,P,46.76310729980469,47.09961090087891,47.36612815856934,47.2298059463501,46.18050636291504,44.439537048339844,42.833021087646486
2012-09-03,54.61931631606746,P,46.76310729980469,46.9756721496582,47.27848510742187,47.203803062438965,46.2426065826416,44.49518768310547,42.880065479278564
2012-09-04,54.49607182150532,P,47.078880310058594,46.92638320922852,47.20708999633789,47.196271133422854,46.30527442932129,44.5497652053833,42.92736185073853
2012-09-05,54.05750023229683,P,45.91210174560547,46.65298233032227,47.02016716003418,47.15435009002685,46.3437638092041,44.59095958709717,42.96090076446533
2012-09-06,54.10176737841027,P,46.68610382080078,46.64066009521484,46.94513282775879,47.1647331237793,46.393671112060545,44.65494937896729,42.99921957015991
2012-09-07,54.20496936508178,P,47.07503128051758,46.70304489135742,46.90132789611816,47.18076705932617,46.420777587890626,44.71688255310059,43.03993801116943
2012-09-10,54.3161248601326,P,47.30992126464844,46.812407684326175,46.894039916992185,47.214676475524904,46.45832992553711,44.77453266143799,43.07822923660278
2012-09-11,54.48125595453623,A,47.82205581665039,46.96104278564453,46.94371299743652,47.27438468933106,46.50313613891601,44.83151077270508,43.122398433685305
2012-09-12,55.0957548651481,A,48.11086654663086,47.40079574584961,47.02688903808594,47.309638023376465,46.55371856689453,44.880056877136234,43.168618259429934
2012-09-13,55.52181041897023,A,48.70003128051758,47.80358123779297,47.222120666503905,47.351166534423825,46.62144905090332,44.93495204925537,43.2218593788147
2012-09-14,56.09430644717914,A,49.45475769042969,48.27952651977539,47.491285705566405,47.42870693206787,46.71577003479004,44.9954126739502,43.27625825881958
2012-09-17,56.46710791871663,A,48.86945724487305,48.591433715820315,47.701920700073245,47.49020290374756,46.78888153076172,45.055546836853026,43.329910583496094
2012-09-18,56.631406602172014,A,48.75778579711914,48.77857971191406,47.8698112487793,47.53845062255859,46.87148536682129,45.10553112030029,43.38378166198731
2012-09-19,56.57555539340052,A,48.15322494506836,48.787051391601565,48.093923568725586,47.55704536437988,46.94153839111328,45.14859313964844,43.43760601043701
2012-09-20,55.892047906498625,A,46.57443237304688,48.36193161010742,48.082756423950194,47.51394462585449,46.981777877807616,45.179602546691896,43.48321418762207
2012-09-21,54.76302429467029,A,45.96601104736328,47.66418228149414,47.97185440063477,47.436591148376465,46.9955940246582,45.2062809753418,43.52371408462525
2012-09-24,54.02028150712837,P,46.636043548583984,47.217499542236325,47.90446662902832,47.39925327301025,47.02426727294922,45.23954532623291,43.57019901275635
2012-09-25,53.26283668623402,P,46.35493850708008,46.73693008422852,47.75775489807129,47.35073394775391,47.04440605163574,45.27209503173828,43.61014139175415
2012-09-26,52.48961290316148,P,45.79272079467773,46.26482925415039,47.525940322875975,47.276414680480954,47.051307678222656,45.303558082580565,43.64382270812988
2012-09-27,52.20912927718203,P,45.63485336303711,46.07691345214844,47.21942253112793,47.220771598815915,47.02309310913086,45.33146045684814,43.674439888000485
2012-09-28,52.26269124867511,P,45.7080192565918,46.02531509399414,46.84474868774414,47.16801719665527,47.02063690185547,45.36097114562988,43.70293977737427
2012-10-01,52.08817676121538,P,45.64255905151367,45.82661819458008,46.5220588684082,47.11198978424072,47.0345751953125,45.394057998657225,43.73111236572266
2012-10-02,52.096045248560394,P,45.86205673217773,45.72804183959961,46.232485961914065,47.05114860534668,47.05673553466797,45.42423240661621,43.76007921218872
2012-10-03,52.51554962450907,P,46.45506286621094,45.86051025390625,46.06266975402832,47.07829666137695,47.08615753173828,45.461899528503416,43.79432363510132
2012-10-04,53.1017147115545,P,46.81317138671875,46.09617385864258,46.08654365539551,47.08465003967285,47.09653091430664,45.51778381347656,43.82869050979614
2012-10-05,53.694256117487974,P,47.04036712646485,46.36264343261719,46.193979263305664,47.082916831970216,47.09864906311035,45.579713401794436,43.863075008392336
2012-10-08,54.24406410736782,P,47.22519302368164,46.67917022705078,46.25289421081543,47.078680419921874,47.099405670166014,45.632018699646,43.89838363647461
2012-10-09,54.540010045409986,A,46.69382095336914,46.845523071289065,46.28678245544434,47.02226867675781,47.093596572875974,45.67443664550781,43.92713047027588
2012-10-10,54.47738717823012,A,46.56673812866211,46.8678581237793,46.36418418884277,46.945062255859376,47.0930632019043,45.71135311126709,43.95376333236695
2012-10-11,54.20247290959697,A,46.5628776550293,46.8177993774414,46.456986618041995,46.838204574584964,47.09084327697754,45.74670612335205,43.98187440872192
2012-10-12,53.81025447217511,A,46.61294555664063,46.73231506347656,46.547479248046876,46.696113967895506,47.068625106811524,45.7864094543457,44.01110782623291
2012-10-15,53.45042923450948,P,46.56673812866211,46.600624084472656,46.639897155761716,46.58097801208496,47.05429656982422,45.82565071105957,44.036394844055174
2012-10-16,53.53629786440533,P,47.51784896850586,46.7654296875,46.805476379394534,46.5189811706543,47.060063171386716,45.869383277893064,44.06289266586304
2012-10-17,53.76437641572215,A,47.64493179321289,46.98106842041015,46.92446327209473,46.49356651306152,47.07795135498047,45.924848098754886,44.08885065078735
