Date,GRADE,GPS,COST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2003-09-01,47.56552832898097,C,21.657968521118164,21.50216407775879,21.097880172729493,20.603271389007567,22.990885887145996,23.330495948791505,21.669917249679564
2003-09-02,47.689829465247875,C,22.248943328857425,21.704977416992186,21.27517375946045,20.706356811523438,22.94898021697998,23.32008680343628,21.676733646392822
2003-09-03,47.823633306866014,C,22.336238861083984,21.90241470336914,21.460525703430175,20.853093719482423,22.911641159057616,23.31471426010132,21.680897312164305
2003-09-04,47.904341310791175,C,22.040760040283203,21.988375854492187,21.600211524963377,20.980355167388915,22.864900321960448,23.302760429382325,21.683583583831787
2003-09-05,47.93437018082013,C,21.624385833740234,21.9816593170166,21.688186264038087,21.080418395996094,22.813727226257324,23.2866428565979,21.683247804641724
2003-09-08,47.93627928602646,C,21.335617065429688,21.917189025878905,21.70967655181885,21.158320426940918,22.748854179382324,23.271264095306396,21.680460815429687
2003-09-09,47.74426403096202,C,20.831939697265625,21.633788299560546,21.669382858276368,21.190891647338866,22.675116577148437,23.252460289001466,21.674148120880126
2003-09-10,47.508319485976564,C,20.62375831604004,21.291292190551758,21.59685344696045,21.204658794403077,22.59399169921875,23.2314404296875,21.668977069854737
2003-09-11,47.390544833252726,B,21.24159049987793,21.131458282470703,21.559917068481447,21.230849742889404,22.53395362854004,23.21854637145996,21.670756702423095
2003-09-12,47.31986840073527,B,21.080415725708008,21.022664260864257,21.50216178894043,21.245623874664307,22.47069206237793,23.207398376464845,21.673946619033813
2003-09-15,47.259962183421315,B,20.7580623626709,20.9071533203125,21.412171173095704,21.2550256729126,22.38889530181885,23.183490657806395,21.678714723587035
2003-09-16,47.28225814872203,B,20.805082321166992,20.901781845092774,21.26778507232666,21.271479415893555,22.30951648712158,23.157568283081055,21.68428874015808
2003-09-17,47.378555235619785,B,21.1744384765625,21.011917877197266,21.15160503387451,21.306065368652344,22.239674034118654,23.136884117126463,21.694530115127563
2003-09-18,47.40389177436639,B,21.322174072265625,21.028034591674803,21.079746437072753,21.339978981018067,22.1792329788208,23.11955768585205,21.701883726119995
2003-09-19,47.49150464968093,C,21.87958526611328,21.187868499755858,21.10526638031006,21.39672632217407,22.120672607421874,23.104514656066893,21.715516529083253
2003-09-22,47.60187752680733,C,21.671390533447266,21.370534133911132,21.138843727111816,21.424260139465332,22.055127601623536,23.091150436401367,21.727571115493774
2003-09-23,47.74848477169987,C,22.02060317993164,21.61363830566406,21.25771007537842,21.463546466827392,21.99670139312744,23.07718183517456,21.744628829956056
2003-09-24,47.794328177898734,C,21.49007797241211,21.676766204833985,21.344342041015626,21.470597743988037,21.931156730651857,23.061467247009276,21.759671936035158
2003-09-25,47.803770294557694,C,21.35576438903809,21.68348426818848,21.35575942993164,21.457838249206542,21.86856704711914,23.040312938690185,21.77384195327759
2003-09-26,47.69078618338143,C,20.952816009521484,21.49813041687012,21.34299945831299,21.422580623626708,21.795903625488283,23.0127787399292,21.78498992919922
