Date,GRADE,GPS,CF,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2023-04-07,29.63741947744607,C,68.96704864501953,69.99393310546876,69.43223342895507,69.65662231445313,76.91979690551757,82.99507507324219,89.33537303924561
2023-04-10,30.52851723316822,C,71.13854217529297,70.00165100097657,69.80380096435547,69.58279075622559,76.75362121582032,82.71918090820313,89.28462436676026
2023-04-11,33.32745807881984,C,74.85423278808594,70.90692443847657,70.50736846923829,69.72514457702637,76.62333267211915,82.41406143188476,89.26069927215576
2023-04-12,35.52366609132853,C,74.3716812133789,71.65971069335937,70.96676177978516,69.9461555480957,76.4722492980957,82.1364909362793,89.23417087554931
2023-04-13,38.338743927205556,C,74.35237884521484,72.73677673339844,71.46476135253906,70.13821296691894,76.32558319091797,81.85872741699218,89.20258930206299
2023-04-14,40.7496108569198,C,74.3909912109375,73.82156524658203,71.90774917602539,70.4349853515625,76.16239730834961,81.55915855407714,89.16467140197754
2023-04-17,42.19779630064303,C,75.28854370117188,74.65156555175781,72.32660827636718,70.69749641418457,76.01600952148438,81.30910545349121,89.1296208190918
2023-04-18,40.20740418594081,C,72.44145965576172,74.16901092529297,72.53796768188477,70.71535110473633,75.84611129760742,81.01136825561524,89.08476718902588
2023-04-19,38.36063968470831,C,71.80448150634766,73.65557098388672,72.65764083862305,70.87025146484375,75.66597122192383,80.69006523132325,89.03610908508301
2023-04-20,36.75651942208331,C,71.86238861083984,73.15757293701172,72.94717483520508,71.0854721069336,75.43549758911132,80.4130517578125,89.01104606628418
2023-04-21,34.91375187576423,C,71.84309387207031,72.64799346923829,73.23477935791016,71.33350639343261,75.13374053955079,80.12864028930665,88.96729930877686
2023-04-24,32.99743548340927,C,71.99750518798828,71.98978576660156,73.32067565917968,71.56223831176757,74.90500854492187,79.85451484680176,88.92870929718018
2023-04-25,32.04849386402673,C,69.80670928955078,71.46283569335938,72.81592330932617,71.66164588928223,74.65021865844727,79.57750282287597,88.86353298187255
2023-04-26,30.923892487404103,B,69.02495574951172,70.90693054199218,72.28125076293945,71.6240062713623,74.38983093261719,79.30208786010742,88.8007389831543
