Date,GRADE,GPS,ROK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1988-07-27,55.32465849200349,P,2.2543628215789795,2.313911485671997,2.3649530172348023,2.379840445518494,2.301717677116394,2.230005934238434,2.126699954271317
1988-07-28,55.32612897523695,P,2.3677895069122314,2.3110758781433107,2.3621174812316896,2.3784226775169373,2.3071054649353027,2.232480010986328,2.1278886449337007
1988-07-29,55.35921003834338,P,2.4812159538269043,2.347939395904541,2.3663711309432984,2.381967270374298,2.314761781692505,2.2359479379653933,2.129226808547974
1988-08-01,55.375762858671294,P,2.45285964012146,2.373460531234741,2.3706246852874755,2.3840940475463865,2.3229852628707888,2.2387110233306884,2.1310496783256534
1988-08-02,55.39381409252655,A,2.4386794567108154,2.398981475830078,2.3748781442642213,2.382676124572754,2.329790849685669,2.2409110355377195,2.133080089092255
1988-08-03,55.416064332554676,A,2.3677895069122314,2.4216668128967287,2.367789149284363,2.380549395084381,2.3346114921569825,2.2421213126182558,2.1348952674865727
1988-08-04,55.416821548471496,A,2.3677895069122314,2.4216668128967287,2.3663713455200197,2.380549395084381,2.339432134628296,2.2431911635398865,2.1365712285041814
1988-08-05,55.395541721889565,A,2.3677895069122314,2.398981523513794,2.3734604597091673,2.380549395084381,2.344536347389221,2.2444014406204222,2.137899141311646
1988-08-08,55.37369728134101,A,2.3536109924316406,2.37913179397583,2.3762961626052856,2.37913156747818,2.3493569898605347,2.245329506397247,2.138947333097458
1988-08-09,55.34479979475972,P,2.3026931285858154,2.35193452835083,2.375458002090454,2.3772946119308473,2.351741461753845,2.2442037582397463,2.1393232786655427
1988-08-10,55.323547717525194,P,2.259786605834961,2.330333948135376,2.3760003805160523,2.3704766988754273,2.352984223365784,2.2433510398864747,2.1397631275653843
1988-08-11,55.30211911094756,P,2.259786605834961,2.308733367919922,2.365200090408325,2.3636587858200073,2.354226984977722,2.243340861797333,2.140133367776871
1988-08-12,55.28181146852043,P,2.274089813232422,2.28999342918396,2.3444874763488768,2.355429303646088,2.3554722356796263,2.2440354084968566,2.1407839536666873
