Date,GRADE,GPS,CPB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1999-06-14,51.81732828238242,B,21.284122467041016,21.1331787109375,21.266017341613768,21.06827335357666,20.42817783355713,20.310058975219725,23.019324522018433
1999-06-15,52.579306000208135,C,21.61623191833496,21.199600601196288,21.332436180114748,21.14223976135254,20.462957229614258,20.31423717498779,23.006896781921387
1999-06-16,53.29285683129322,C,21.37470817565918,21.308286285400392,21.35357093811035,21.190544223785402,20.50522373199463,20.306391830444337,22.998177146911623
1999-06-17,53.50762420883472,C,21.49546432495117,21.36866569519043,21.35658950805664,21.228281879425047,20.553528175354003,20.295550384521484,22.989465465545653
1999-06-18,53.98862560869612,C,21.586027145385746,21.471310806274413,21.341493606567383,21.270547676086426,20.603040084838867,20.285914726257325,22.97718461036682
1999-06-21,53.92831019956028,C,21.3143253326416,21.47735137939453,21.305265045166017,21.300737857818604,20.640475997924806,20.27716526031494,22.960566034317015
1999-06-22,52.41889373597176,C,20.831279754638672,21.320360946655274,21.259980773925783,21.269037914276122,20.662213020324707,20.27199258804321,22.943617696762086
1999-06-23,51.386041690454,B,20.740711212158203,21.193561553955078,21.250923919677735,21.256961345672607,20.691195602416993,20.26801607131958,22.924726848602294
1999-06-24,50.08439414876447,B,20.499177932739254,20.994304275512697,21.181484985351563,21.243375778198242,20.702667961120607,20.264927101135253,22.906118001937866
1999-06-25,48.447016664538445,B,20.348241806030277,20.7467472076416,21.109029006958007,21.1920524597168,20.709309921264648,20.260028438568114,22.88630759239197
1999-06-28,47.84194325843966,B,20.710521697998047,20.62598648071289,21.05166893005371,21.15884313583374,20.723197479248046,20.26355688095093,22.869649209976195
1999-06-29,48.31291888323103,P,21.012420654296875,20.66221466064453,20.991287803649904,21.161861991882326,20.72682029724121,20.276109447479246,22.851670122146608
1999-06-30,50.09773446225993,P,22.401168823242188,20.99430618286133,21.093933868408204,21.223752403259276,20.74976493835449,20.29894630432129,22.83705969810486
1999-07-01,50.928168598136615,P,21.163360595703125,21.127142715454102,21.060723495483398,21.20865650177002,20.75097225189209,20.311507015228273,22.822814455032347
1999-07-02,52.3165623733482,P,21.2237491607666,21.302244186401367,21.024495697021486,21.182994651794434,20.762444686889648,20.330376510620116,22.80961594581604
1999-07-05,52.961626965632746,A,21.2237491607666,21.40488967895508,21.015438079833984,21.1603515625,20.772105445861815,20.349246006011963,22.79031014442444
1999-07-06,53.17698056119398,A,21.07280158996582,21.416965866088866,21.039590263366698,21.14978551864624,20.787200508117675,20.364504222869872,22.769355792999267
1999-07-07,51.54425427243776,P,21.00044822692871,21.136821746826172,21.06556396484375,21.158243942260743,20.803867721557616,20.376336574554443,22.754742908477784
1999-07-08,51.6557325784822,P,20.970102310180664,21.09817008972168,21.11265640258789,21.147070693969727,20.82596607208252,20.385463428497314,22.73997829437256
1999-07-09,51.41624853312928,P,20.879056930541992,21.02923164367676,21.165737915039063,21.137383460998535,20.849866333007814,20.39428035736084,22.719097938537598
1999-07-12,50.996679407666875,P,20.909406661987305,20.966363143920898,21.185626411437987,21.11864767074585,20.867127952575682,20.399197006225585,22.693155698776245
1999-07-13,50.56964323588312,P,20.879056930541992,20.927614212036133,21.1722900390625,21.0817889213562,20.895254821777343,20.411016445159913,22.663933601379394
1999-07-14,50.21779645683967,P,21.00044822692871,20.927614212036133,21.032217979431152,21.063075923919676,20.927017250061034,20.424049797058107,22.634666538238527
1999-07-15,49.773654797879004,P,20.93976211547852,20.921546173095702,21.00985813140869,21.035290813446046,20.959377212524416,20.439178771972657,22.60270369529724
1999-07-16,49.54932954039757,P,21.00044822692871,20.945824432373048,20.9875280380249,21.006011867523192,20.98812057495117,20.456115627288817,22.572539463043213
1999-07-19,49.634979710706574,P,20.879056930541992,20.939754486083984,20.953058815002443,20.984248447418214,21.017455177307127,20.468535633087157,22.545057754516602
1999-07-20,50.194799886112115,P,21.21288108825684,21.006519317626953,20.967066764831543,21.00332851409912,21.0268985748291,20.493902225494384,22.51760043144226
1999-07-21,51.12682965201529,P,21.394960403442383,21.085421752929687,21.00651798248291,21.03604097366333,21.047229232788087,20.52138982772827,22.486268911361694
1999-07-22,51.704397551876404,A,21.394960403442383,21.17646141052246,21.04900379180908,21.080830097198486,21.068163604736327,20.540470180511473,22.45179744720459
1999-07-23,52.22027902087634,A,21.33427619934082,21.243227005004883,21.094525718688963,21.130131816864015,21.090299644470214,20.552037601470946,22.422106256484984
1999-07-26,52.70876609019208,A,21.364622116088867,21.340340042114256,21.14004726409912,21.162836837768555,21.102777862548827,20.569913730621337,22.390772562026978
1999-07-27,52.825925789029135,A,21.394960403442383,21.376755905151366,21.19163761138916,21.18196382522583,21.12793899536133,20.589894886016847,22.362730417251587
1999-07-28,52.56760157304873,A,21.63775062561035,21.42531394958496,21.255367851257326,21.14379291534424,21.152521629333496,20.6087007522583,22.337098426818848
1999-07-29,52.57889975580344,A,21.63775062561035,21.473871994018555,21.325166702270508,21.1675124168396,21.17046241760254,20.62240213394165,22.311316947937012
1999-07-30,52.15869338987408,A,21.364622116088867,21.479941177368165,21.361584091186522,21.174556064605714,21.182940635681152,20.629468994140623,22.283571662902833
1999-08-02,51.85145284373169,A,21.273576736450195,21.46173210144043,21.401036071777344,21.177047443389892,21.194201736450196,20.63922840118408,22.258959646224977
1999-08-03,51.37545862919986,A,21.30393409729004,21.443526840209962,21.410141372680663,21.188604068756103,21.19097484588623,20.650192165374754,22.237041234970093
1999-08-04,51.13258243658313,A,21.33427619934082,21.382831954956053,21.404072952270507,21.205295467376708,21.198015518188477,20.663861541748048,22.215723218917848
