Date,GRADE,GPS,WAT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2008-01-07,50.68077188737715,P,78.27999877929688,77.88000030517578,78.48499984741211,78.4055004119873,77.39140029907226,71.80689990997314,66.14784999847411
2008-01-08,50.72667190707248,P,79.70999908447266,78.00800018310547,78.61899948120117,78.49400024414062,77.48120025634766,71.99049991607666,66.24879999160767
2008-01-09,51.24659596204006,A,80.11000061035156,78.68000030517578,78.66699981689453,78.5185001373291,77.54380020141602,72.17709991455078,66.34969999313354
2008-01-10,51.52012575971713,A,80.02999877929688,79.12799987792968,78.775,78.51650009155273,77.63140014648438,72.35739990234374,66.44894998550416
2008-01-11,51.68584631240872,A,78.69999694824219,79.36599884033203,78.70199966430664,78.44799995422363,77.69980010986328,72.51519989013671,66.54154996871948
2008-01-14,52.04170211721248,A,80.43000030517578,79.7959991455078,78.8379997253418,78.56699981689454,77.80320007324218,72.70339988708496,66.64394996643067
2008-01-15,52.17924534834885,A,80.7699966430664,80.00799865722657,79.00799942016602,78.74099960327149,77.92360000610351,72.90159984588622,66.749049949646
2008-01-16,51.81702501543007,A,77.45999908447266,79.47799835205078,79.07899932861328,78.77849960327148,77.97339996337891,73.05899982452392,66.83774993896485
2008-01-17,51.265943945174875,A,76.4000015258789,78.75199890136719,78.93999938964843,78.73449974060058,77.98839996337891,73.21169982910156,66.9192999458313
2008-01-18,50.51877836326317,P,73.2300033569336,77.65800018310547,78.51199951171876,78.50299987792968,77.96600006103516,73.32829986572266,66.98524995803832
2008-01-21,49.3482709605899,P,73.2300033569336,76.21800079345704,78.00699996948242,78.24599990844726,77.96280014038086,73.44489990234375,67.05084997177124
2008-01-22,45.75737099913359,P,58.58000183105469,71.78000183105469,75.89400024414063,77.25649986267089,77.6352001953125,73.40559993743896,67.04334997177124
2008-01-23,42.21845174294442,P,55.27000045776367,67.3420021057129,73.41000022888184,76.03850002288819,77.23640022277831,73.332799949646,67.0211499786377
2008-01-24,39.099991941368636,P,56.040000915527344,63.27000198364258,71.01100044250488,74.89300022125244,76.86960029602051,73.26209995269775,67.001399974823
2008-01-25,36.704805137683756,B,57.06999969482422,60.038001251220706,68.84800071716309,73.77500019073486,76.47960029602051,73.20419994354248,66.98684997558594
2008-01-28,34.28505383609544,B,56.54999923706055,56.70200042724609,66.46000061035156,72.64900016784668,76.08020034790039,73.14209995269775,66.96999998092652
2008-01-29,35.21320515589071,B,58.15999984741211,56.61800003051758,64.19900093078613,71.60350017547607,75.70760032653808,73.08749996185303,66.96599998474122
2008-01-30,36.88925038126606,B,58.22999954223633,57.20999984741211,62.2760009765625,70.6775001525879,75.34260025024415,73.03439994812011,66.95759998321533
2008-01-31,38.188013119247366,B,57.29999923706055,57.46199951171875,60.366000747680665,69.65300006866455,74.95900016784668,72.965299949646,66.94484998703003
2008-02-01,39.72686329644767,B,60.619998931884766,58.17199935913086,59.10500030517578,68.80849990844726,74.62440017700196,72.91599990844726,66.94864997863769
2008-02-04,41.328132711672566,B,60.060001373291016,58.873999786376956,57.78800010681152,67.89750003814697,74.29060020446778,72.8576999282837,66.95179998397828
2008-02-05,42.244272308133276,B,59.27999877929688,59.097999572753906,57.85799980163574,66.87600002288818,73.92540016174317,72.78589992523193,66.9511499786377
2008-02-06,42.900270683874,B,59.380001068115234,59.327999877929685,58.268999862670896,65.83950004577636,73.54760025024414,72.70509994506835,66.94874998092651
2008-02-07,43.951721811684905,B,60.56999969482422,59.98199996948242,58.72199974060059,64.86650009155274,73.20480026245117,72.63689994812012,66.95144998550415
2008-02-08,44.21422452935397,B,60.15999984741211,59.89000015258789,59.030999755859376,63.93950023651123,72.84720024108887,72.56489994049072,66.95169998168946
2008-02-11,44.63061505856765,C,60.75,60.02799987792969,59.45099983215332,62.95550022125244,72.48360023498535,72.50469997406006,66.95494998931885
2008-02-12,44.931661015808544,C,62.08000183105469,60.58800048828125,59.84300003051758,62.02100048065186,72.12580024719239,72.45270000457764,66.96485000610352
2008-02-13,45.09025653441921,C,61.34000015258789,60.98000030517578,60.15400009155273,61.215000534057616,71.75280029296874,72.38419998168945,66.97010000228882
2008-02-14,44.87130811954763,C,60.25,60.91600036621094,60.44900016784668,60.407500457763675,71.35820022583007,72.30720001220703,66.97135000228882
2008-02-15,44.91562067159052,C,60.369998931884766,60.95800018310547,60.42400016784668,59.76450023651123,70.9812001800537,72.24170001983643,66.97164999008179
2008-02-18,44.86460259651664,C,60.369998931884766,60.88199996948242,60.454999923706055,59.12150001525879,70.61220016479493,72.17110000610352,66.97094999313354
2008-02-19,44.913264785363104,B,59.709999084472656,60.407999420166014,60.49799995422363,59.177999877929686,70.24760009765625,72.09819999694824,66.9671499824524
2008-02-20,45.307293706249176,B,61.04999923706055,60.349999237060544,60.66499977111816,59.46699981689453,69.87620002746581,72.04499996185302,66.96604997634887
2008-02-21,45.58592311548667,B,59.41999816894531,60.18399887084961,60.54999961853027,59.63599967956543,69.46319999694825,71.97069995880128,66.95749996185303
2008-02-22,45.91149019006496,C,60.06999969482422,60.1239990234375,60.54099960327149,59.78599967956543,69.06319999694824,71.8962999343872,66.95094995498657
2008-02-25,46.36550041190136,C,60.58000183105469,60.16599960327149,60.523999786376955,59.98749980926514,68.71379997253418,71.82899997711182,66.94824996948242
2008-02-26,46.599393946398806,C,60.970001220703125,60.418000030517575,60.4129997253418,60.12799987792969,68.38739997863769,71.76909999847412,66.94959997177124
2008-02-27,46.51084776946842,C,60.869998931884766,60.38199996948242,60.36599960327148,60.25999984741211,68.07059997558594,71.71129997253418,66.953899974823
2008-02-28,46.79622112114745,C,60.619998931884766,60.62200012207031,60.40299949645996,60.42599983215332,67.7373999786377,71.65549999237061,66.956399974823
2008-02-29,46.7080533827076,C,59.61000061035156,60.53000030517578,60.32699966430664,60.37549991607666,67.3723999786377,71.58469997406006,66.95124998092652
2008-03-03,46.56599478337631,C,60.16999816894531,60.44799957275391,60.306999588012694,60.38099975585938,67.00839988708496,71.51849994659423,66.948899974823
2008-03-04,46.50178229939428,C,60.810001373291016,60.41599960327149,60.41699981689453,60.45749988555908,66.65719985961914,71.44709999084472,66.95009998321534
2008-03-05,46.40332710274901,C,60.84999847412109,60.41199951171875,60.396999740600585,60.530999755859376,66.2815998840332,71.37349998474122,66.95244997024537
2008-03-06,46.22641274640174,C,60.63999938964844,60.41599960327149,60.518999862670896,60.53449974060059,65.91539993286133,71.29449996948242,66.9541499710083
2008-03-07,46.15614274647482,C,59.09999847412109,60.31399917602539,60.42199974060058,60.481499671936035,65.50879989624023,71.21159996032715,66.94924995422363
2008-03-10,45.761637660398016,B,57.790000915527344,59.837999725341795,60.14299964904785,60.3334997177124,65.0831999206543,71.11110000610351,66.9395499610901
2008-03-11,45.30764092474354,B,59.150001525878906,59.50599975585938,59.96099967956543,60.18699970245361,64.68479995727539,70.96340003967285,66.93724996566772
2008-03-12,44.961816128683814,B,59.220001220703125,59.18000030517578,59.795999908447264,60.080999755859374,64.33419998168945,70.80130004882812,66.92834997177124
2008-03-13,44.611390046158334,B,59.130001068115234,58.87800064086914,59.64700012207031,60.02499980926514,63.960999984741214,70.63410007476807,66.92279996871949
2008-03-14,44.326384994348096,B,57.54999923706055,58.56800079345703,59.44099998474121,59.883999824523926,63.561799926757814,70.45330009460449,66.90904996871949
2008-03-17,44.210120667759696,B,56.880001068115234,58.38600082397461,59.1120002746582,59.70949993133545,63.13379997253418,70.26260013580323,66.88724996566772
2008-03-18,44.02331387682673,B,57.27999877929688,58.012000274658206,58.75900001525879,59.58799991607666,62.685199966430666,70.08320011138916,66.87099996566772
2008-03-19,43.228850022207155,B,54.13999938964844,56.99599990844727,58.08800010681152,59.242499923706056,62.165799942016605,69.85480007171631,66.8366499710083
2008-03-20,42.25325497911958,B,52.59000015258789,55.6879997253418,57.28300018310547,58.901000022888184,61.61699996948242,69.6242000579834,66.79509996414184
2008-03-21,41.55447815547665,B,52.59000015258789,54.69599990844726,56.63200035095215,58.52700004577637,61.094800033569335,69.3973000717163,66.7528999710083
2008-03-24,41.03557434681062,B,52.93000030517578,53.905999755859376,56.14600028991699,58.144499969482425,60.54480003356934,69.17400005340576,66.71399997711181
2008-03-25,40.58043827456574,B,53.68000030517578,53.18600006103516,55.59900016784668,57.77999992370606,60.00300010681153,68.96330005645751,66.68019998550415
2008-03-26,41.307894790810415,B,56.18999862670898,53.59599990844727,55.295999908447264,57.545999908447264,59.57760009765625,68.77550003051758,66.66179998397827
2008-03-27,42.33371119913473,B,56.40999984741211,54.35999984741211,55.023999786376955,57.335499954223636,59.17780006408692,68.58310001373292,66.64414999008179
2008-03-28,43.27864107459109,B,55.720001220703125,54.986000061035156,54.84099998474121,57.140999984741214,58.82760002136231,68.39680004119873,66.62709999084473
2008-03-31,44.12936990855834,B,55.70000076293945,55.54000015258789,54.72299995422363,56.91750011444092,58.47699996948242,68.21990005493164,66.60584999084473
2008-04-01,45.36139055231055,B,57.06999969482422,56.21800003051758,54.702000045776366,56.730500030517575,58.44679992675781,68.04100006103516,66.59139999389649
2008-04-02,46.077609091929695,B,57.380001068115234,56.45600051879883,55.02600021362305,56.557000160217285,58.488999938964845,67.86270008087158,66.57829999923706
2008-04-03,46.561424778402774,C,56.43999862670898,56.4620002746582,55.41100006103515,56.34700012207031,58.49699989318847,67.68330009460449,66.56009998321534
2008-04-04,46.997667404031496,C,56.380001068115234,56.594000244140624,55.79000015258789,56.21100025177002,58.4831999206543,67.4814001083374,66.54519998550415
2008-04-07,47.40113763379589,C,55.970001220703125,56.64800033569336,56.094000244140624,56.12000026702881,58.47159996032715,67.27590015411377,66.52509998321533
2008-04-08,47.30578197225433,C,56.58000183105469,56.550000762939455,56.38400039672852,55.991500282287596,58.44,67.07380016326904,66.5054999923706
2008-04-09,47.03684593736133,B,56.77999877929688,56.43000030517578,56.443000411987306,55.869500160217285,58.41099998474121,66.87680011749268,66.48689998626709
2008-04-10,46.95670969813826,C,56.970001220703125,56.53600082397461,56.499000549316406,55.76150016784668,58.40440002441406,66.68170009613037,66.46854999542236
2008-04-11,46.787495155589,B,56.630001068115234,56.58600082397461,56.590000534057616,55.71550025939941,58.324600067138675,66.47450012207031,66.44670000076295
2008-04-14,46.667011256755956,C,56.31999969482422,56.65600051879883,56.652000427246094,55.687500190734866,58.249800033569336,66.27020011901855,66.42389999389648
2008-04-15,46.129870352009696,B,53.70000076293945,56.08000030517578,56.31500053405762,55.508500289916995,58.13820007324219,66.03180011749268,66.38824998855591
2008-04-16,45.74600622408539,B,53.97999954223633,55.52000045776367,55.97500038146973,55.50050029754639,58.03020004272461,65.78890014648438,66.35019998550415
2008-04-17,45.30333276414563,B,53.93999862670898,54.91399993896484,55.72500038146973,55.56800022125244,57.89760002136231,65.55120014190673,66.30669998168945
2008-04-18,45.094477719540386,B,54.77000045776367,54.54199981689453,55.56400032043457,55.67700023651123,57.789800033569335,65.3185001373291,66.272649974823
2008-04-21,44.837615191828604,B,54.54999923706055,54.1879997253418,55.422000122070315,55.758000183105466,57.66580001831055,65.07470012664795,66.23749996185303
2008-04-22,45.54115439069162,B,57.27999877929688,54.90399932861328,55.491999816894534,55.93800010681152,57.56979995727539,64.84780010223389,66.21444995880127
2008-04-23,46.177852970518614,C,57.77999877929688,55.66399917602539,55.59199981689453,56.01750011444092,57.49859992980957,64.62570011138916,66.19579996109009
2008-04-24,46.7341870614259,C,57.369998931884766,56.349999237060544,55.6319995880127,56.06550006866455,57.44099990844727,64.39960006713868,66.17519994735717
2008-04-25,47.297229460825235,C,58.470001220703125,57.08999938964844,55.815999603271486,56.20300006866455,57.40299995422363,64.19210006713867,66.1610499572754
2008-04-28,48.141579113485555,C,59.91999816894531,58.16399917602539,56.17599945068359,56.41399993896484,57.393999938964846,64.00310005187988,66.14959995269776
2008-04-29,48.377110875059635,C,59.119998931884766,58.53199920654297,56.71799926757812,56.51649990081787,57.382199935913086,63.81490001678467,66.14844995498657
2008-04-30,48.86138691110829,C,61.459999084472656,59.267999267578126,57.46599922180176,56.72049980163574,57.39039993286133,63.63329998016357,66.15494995117187
2008-05-01,49.62205227205715,C,62.43999862670898,60.28199920654297,58.31599922180176,57.020499801635744,57.4507999420166,63.456999969482425,66.16634994506836
2008-05-02,50.11309311111524,A,62.34000015258789,61.055998992919925,59.07299919128418,57.31849975585938,57.496199951171874,63.27969997406006,66.18264993667603
2008-05-05,50.33741201278193,A,62.40999984741211,61.55399932861328,59.858999252319336,57.640499687194826,57.532799911499026,63.1232999420166,66.1997999382019
2008-05-06,50.58465951645214,A,62.060001373291016,62.14199981689453,60.33699951171875,57.91449966430664,57.55459991455078,62.97099994659424,66.21879995346069
2008-05-07,50.42350179983212,A,62.02000045776367,62.25400009155273,60.76099967956543,58.17649974822998,57.57759994506836,62.824099960327146,66.23209995269775
2008-05-08,50.11009120521809,A,62.84999847412109,62.33600006103516,61.308999633789064,58.47049961090088,57.62219993591309,62.67979995727539,66.2425499534607
2008-05-09,49.96918624269265,A,63.40999984741211,62.55,61.80299949645996,58.80949954986572,57.6981999206543,62.535299949645996,66.25574995040894
2008-05-12,49.851091741315365,A,63.9900016784668,62.86600036621094,62.20999984741211,59.19299964904785,57.77459999084473,62.39149993896484,66.26119995117188
2008-05-13,50.013031636971924,A,64.43000030517578,63.34000015258789,62.74099998474121,59.729499626159665,57.846999969482425,62.25209991455078,66.2667999458313
2008-05-14,50.14721648421888,A,64.0199966430664,63.73999938964844,62.996999740600586,60.23149948120117,57.91039993286133,62.09599990844727,66.26929992675781
2008-05-15,50.276156422252164,A,64.58999633789062,64.08799896240234,63.21199951171875,60.76399936676025,57.98939987182617,61.95239990234375,66.29214990615844
2008-05-16,50.25058841293963,A,64.37999725341797,64.28199844360351,63.415999221801755,61.24449920654297,58.09499984741211,61.80189987182617,66.30139989852906
2008-05-19,50.193692539028575,A,64.08000183105469,64.2999984741211,63.58299942016602,61.72099933624268,58.220799865722654,61.651999893188474,66.31314990997315
2008-05-20,49.79760416257994,A,63.63999938964844,64.14199829101562,63.74099922180176,62.03899936676025,58.31059982299805,61.497699890136715,66.32124990463257
2008-05-21,49.423110484518595,A,62.41999816894531,63.821998596191406,63.78099899291992,62.270999336242674,58.37459976196289,61.354399871826175,66.32204990386963
2008-05-22,49.1682266685876,A,63.77999877929688,63.65999908447266,63.8739990234375,62.59149932861328,58.46759971618653,61.21429985046387,66.34529989242554
2008-05-23,48.875249334127496,A,63.20000076293945,63.42399978637695,63.85299911499023,62.8279993057251,58.5805997467041,61.071199836730955,66.35339988708496
2008-05-26,48.57896395814916,A,63.20000076293945,63.247999572753905,63.7739990234375,62.9919994354248,58.70699974060059,60.920399856567386,66.36364988327027
2008-05-27,48.531094211917456,P,63.68999862670898,63.257999420166016,63.69999885559082,63.220499420166014,58.83519973754883,60.760199851989746,66.3753498840332
2008-05-28,48.44418633382836,P,61.9900016784668,63.172000122070315,63.49699935913086,63.24699954986572,58.9921997833252,60.5789998626709,66.37804988861085
2008-05-29,48.02601021541361,P,61.61000061035156,62.73800048828125,63.19899978637695,63.20549964904785,59.17259979248047,60.394799880981445,66.37609989166259
2008-05-30,47.75987305370443,P,61.52000045776367,62.402000427246094,62.91300010681152,63.16449966430664,59.351199798583984,60.22299991607666,66.36909990310669
2008-06-02,47.469412096146726,P,61.18999862670898,62.0,62.623999786376956,63.10349960327149,59.51639976501465,60.03059989929199,66.36699989318848
2008-06-03,46.96275306974329,B,60.34000015258789,61.33000030517578,62.2939998626709,63.01749954223633,59.64959976196289,59.82629993438721,66.36394989013672
2008-06-04,46.94509540416869,B,61.5099983215332,61.23399963378906,62.202999877929685,62.9919994354248,59.75599975585938,59.66679992675781,66.36289987564086
2008-06-05,47.22351848958872,B,62.70000076293945,61.45199966430664,62.09500007629394,62.984499549865724,59.88179977416992,59.529799919128415,66.37074987411499
2008-06-06,47.320678616980445,P,61.33000183105469,61.41399993896484,61.90800018310547,62.88049964904785,59.99399978637695,59.41079990386963,66.36954988479614
2008-06-09,47.33869601541654,B,60.43000030517578,61.262000274658206,61.6310001373291,62.702499580383304,60.08859977722168,59.28279987335205,66.3638498878479
2008-06-10,47.629994886167246,B,60.09000015258789,61.2120002746582,61.27100028991699,62.48549957275391,60.148999786376955,59.29789985656738,66.35174989700317
2008-06-11,47.55919334374264,B,59.33000183105469,60.7760009765625,61.005000305175784,62.25099983215332,60.18799980163574,59.338499870300296,66.33564990997314
2008-06-12,47.63664018756841,B,61.619998931884766,60.560000610351565,61.0060001373291,62.10249996185303,60.29159980773926,59.39429985046387,66.32819990158082
2008-06-13,48.03210983817624,P,62.290000915527344,60.752000427246095,61.08300018310547,61.998000144958496,60.4097998046875,59.4464998626709,66.32534990310668
2008-06-16,48.74278999254378,P,62.90999984741211,61.24800033569336,61.255000305175784,61.93950004577637,60.54859977722168,59.51009986877441,66.32609991073609
2008-06-17,49.24154401260288,A,62.290000915527344,61.68800048828125,61.45000038146973,61.87200012207031,60.662799758911135,59.551399879455566,66.3194499206543
2008-06-18,49.93713149331913,A,63.0,62.422000122070315,61.59900054931641,61.90100021362305,60.78719978332519,59.5990998840332,66.31674991607666
2008-06-19,50.29181833077039,A,63.93999862670898,62.886000061035155,61.72300033569336,61.90900020599365,60.926599731445314,59.66549987792969,66.31539991378784
2008-06-20,50.29669022939458,A,62.93999862670898,63.01599960327148,61.88400001525879,61.89600009918213,61.052799682617184,59.688699874877926,66.3023498916626
2008-06-23,50.205413396541275,A,63.380001068115234,63.10999984741211,62.17900009155274,61.90500011444092,61.193999710083006,59.721899871826174,66.28979990005493
2008-06-24,50.29376561339665,A,63.43000030517578,63.337999725341795,62.513000106811525,61.89200019836426,61.388599700927735,59.76339988708496,66.27464990615844
2008-06-25,50.453427317840806,A,64.62999725341797,63.66399917602539,63.04299964904785,62.023999977111814,61.60159965515137,59.81589984893799,66.26049989700317
2008-06-26,50.5308082422682,A,64.69999694824219,63.81599884033203,63.350999450683595,62.17849979400635,61.81679962158203,59.857199821472165,66.24704988479614
2008-06-27,50.878043053489755,A,65.16999816894531,64.26199874877929,63.63899917602539,62.36099967956543,62.024799575805666,59.9072998046875,66.23609987258911
2008-06-30,51.00711872638221,A,64.5,64.48599853515626,63.79799919128418,62.52649974822998,62.223799591064456,59.9447998046875,66.22474988937378
2008-07-01,51.15963319420782,A,65.5199966430664,64.90399780273438,64.12099876403809,62.785499572753906,62.38859954833984,59.97919975280762,66.21594987869263
2008-07-02,50.958380016108265,A,65.3499984741211,65.047998046875,64.35599861145019,62.9774995803833,62.53999954223633,60.01929973602295,66.2017498588562
2008-07-03,50.833679119465415,A,65.30999755859375,65.16999816894531,64.49299850463868,63.10799942016602,62.698799514770506,60.06989971160888,66.18854986190796
2008-07-04,50.653815842385136,A,65.30999755859375,65.197998046875,64.72999839782715,63.30699920654297,62.83559944152832,60.119299697875974,66.1804998588562
2008-07-07,50.626342651711354,A,65.37999725341797,65.37399749755859,64.92999801635742,63.55449905395508,62.94479942321777,60.169399681091306,66.17024984359742
2008-07-08,50.70940803969088,A,66.94000244140625,65.65799865722656,65.28099822998047,63.89699916839599,63.1011994934082,60.24169971466065,66.16994985580445
2008-07-09,50.77062384150329,A,66.31999969482422,65.85199890136718,65.44999847412109,64.24649906158447,63.198399505615235,60.29439971923828,66.16969984054566
2008-07-10,50.807462481065556,A,66.25,66.03999938964844,65.60499877929688,64.47799911499024,63.27459953308105,60.36269973754883,66.16669984817504
2008-07-11,50.59629688655992,A,65.19000244140625,66.01600036621093,65.60699920654297,64.62299919128418,63.33159957885742,60.41389976501465,66.15509984970093
2008-07-14,50.31733213022668,A,64.86000061035156,65.91200103759766,65.64299926757812,64.72049922943116,63.38059959411621,60.456699752807616,66.14284986495971
2008-07-15,49.53508275434794,A,63.70000076293945,65.2640007019043,65.46099967956543,64.79099922180175,63.41339958190918,60.483999748229984,66.12654987335205
2008-07-16,49.08970238837693,P,64.5999984741211,64.92000045776368,65.38599967956543,64.87099914550781,63.46499954223633,60.52129974365234,66.11629985809326
2008-07-17,48.39073296900559,P,62.68999862670898,64.20800018310547,65.12399978637696,64.80849914550781,63.46179954528809,60.54199974060059,66.09874986648559
2008-07-18,47.98112590293302,P,62.70000076293945,63.70999984741211,64.86300010681153,64.79649925231934,63.44759956359863,60.57289974212647,66.07879985809326
2008-07-21,47.546765339427346,P,62.31999969482422,63.20199966430664,64.55700035095215,64.74349918365479,63.41419952392578,60.594399757385254,66.05644985198974
2008-07-22,48.431005199429336,P,69.2300033569336,64.30800018310546,64.78600044250489,65.03349933624267,63.51019958496094,60.67859977722168,66.0628498840332
2008-07-23,48.98960879167607,A,68.5,65.08800048828125,65.00400047302246,65.22699947357178,63.59979965209961,60.75509979248047,66.06429988861083
2008-07-24,49.79294137391593,A,67.45999908447266,66.04200057983398,65.12500038146973,65.3649995803833,63.65719970703125,60.82329978942871,66.05889987945557
2008-07-25,50.561862926247755,A,67.30999755859375,66.96399993896485,65.33699989318848,65.47199954986573,63.715799713134764,60.905399780273434,66.0584998703003
2008-07-28,51.40334125987497,A,66.8499984741211,67.86999969482422,65.53599967956544,65.58949947357178,63.77119964599609,60.99599975585937,66.05354988098145
2008-07-29,50.808187436235244,A,66.91999816894531,67.40799865722656,65.85799942016601,65.65949954986573,63.83679962158203,61.07369972229004,66.01854988098144
2008-07-30,50.4757828871376,A,67.4800033569336,67.20399932861328,66.14599990844727,65.76599979400635,63.9379997253418,61.15629974365234,65.97879989624023
2008-07-31,50.384494994093274,A,67.94000244140625,67.3,66.67100028991699,65.89750003814697,64.02119979858398,61.24439975738525,65.93924991607666
2008-08-01,50.141055285751044,A,66.94999694824219,67.22799987792969,67.09599990844727,65.9795000076294,64.09619972229004,61.338399734497074,65.89584991455078
2008-08-04,49.85711253604895,A,66.4000015258789,67.13800048828125,67.50400009155274,66.03050022125244,64.16019973754882,61.43359973907471,65.84809993743896
2008-08-05,49.899817614646366,A,67.9000015258789,67.33400115966796,67.37099990844726,66.07850017547608,64.24439979553223,61.539799766540526,65.81149993896484
2008-08-06,49.974855784083445,A,68.29000091552734,67.49600067138672,67.35,66.17700023651123,64.37039978027343,61.68129978179932,65.76804992675781
2008-08-07,49.934343468028345,A,68.19000244140625,67.54600067138672,67.42300033569336,66.27400035858155,64.50199981689452,61.8372998046875,65.73074993133545
2008-08-08,50.24530197935567,A,69.18000030517578,67.99200134277343,67.61000061035156,66.47350025177002,64.65519981384277,62.00319980621338,65.70024993896484
2008-08-11,50.75533830807575,A,69.81999969482422,68.6760009765625,67.90700073242188,66.72150020599365,64.82779983520508,62.17209980010986,65.67304992675781
2008-08-12,51.29352270645037,A,69.80999755859375,69.05800018310546,68.19600067138671,67.02700004577636,65.0171997833252,62.33339977264404,65.64834991455078
2008-08-13,51.50835222872245,A,69.38999938964844,69.27799987792969,68.3870002746582,67.26650009155273,65.1747998046875,62.46539978027344,65.6204499053955
2008-08-14,51.71600160170837,A,69.62999725341797,69.56599884033203,68.55599975585938,67.61350002288819,65.31339973449707,62.597599754333494,65.5903498840332
2008-08-15,51.80922978474126,A,70.19000244140625,69.76799926757812,68.88000030517578,67.98800010681153,65.4905997467041,62.742299766540526,65.56954990386963
2008-08-18,51.73711382482926,A,69.94000244140625,69.79199981689453,69.23400039672852,68.36900024414062,65.6807997894287,62.884699783325196,65.55229991912842
2008-08-19,51.399781486810014,A,69.6500015258789,69.76000061035157,69.40900039672852,68.39000015258789,65.87199981689453,63.010499801635746,65.52574993133545
2008-08-20,51.13507231490087,A,68.69000244140625,69.62000122070313,69.44900054931641,68.39950027465821,66.05919982910156,63.12359981536865,65.49314994812012
2008-08-21,50.70869913103104,A,67.94000244140625,69.28200225830078,69.4240005493164,68.42350044250489,66.18559989929199,63.23859985351562,65.46094997406006
2008-08-22,50.210254697641965,A,68.91000366210938,69.0260025024414,69.39700088500976,68.50350074768066,66.31799995422364,63.363899879455566,65.42264999389648
2008-08-25,49.52152009358273,P,67.6500015258789,68.56800231933593,69.18000106811523,68.54350090026855,66.41279998779297,63.480699882507324,65.37830001831054
2008-08-26,49.0358481775197,P,66.93000030517578,68.02400207519531,68.89200134277344,68.54400100708008,66.50559997558594,63.584199867248536,65.32900001525879
2008-08-27,48.72598769603249,P,67.08999633789062,67.7040008544922,68.66200103759766,68.52450065612793,66.58739990234375,63.68729984283447,65.28204998016358
2008-08-28,48.78045310358417,P,68.66999816894531,67.85,68.5660011291504,68.56100044250488,66.68199989318848,63.80429981231689,65.24299995422363
2008-08-29,48.6875242242618,P,68.25,67.71799926757812,68.37200088500977,68.62600059509278,66.7881999206543,63.92049980163574,65.19749996185303
2008-09-01,48.88329103193274,P,68.25,67.83799896240234,68.20300064086913,68.71850051879883,66.88559989929199,64.0397998046875,65.15499996185302
2008-09-02,49.373375041074524,A,69.27999877929688,68.30799865722656,68.16600036621094,68.78750038146973,67.00259986877441,64.19559978485107,65.11369995117188
2008-09-03,49.679875602728906,A,68.61000061035156,68.61199951171875,68.15800018310547,68.80350036621094,67.08219993591308,64.34189979553223,65.0653999710083
2008-09-04,49.01519804226431,P,64.19999694824219,67.71799926757812,67.78399963378907,68.60400009155273,67.07219993591309,64.44449977874756,64.99784996032714
2008-09-05,48.35149831144077,P,64.0199966430664,66.8719985961914,67.29499893188476,68.34599990844727,67.04919990539551,64.53699974060059,64.92774993896484
2008-09-08,47.64642694803004,P,64.08000183105469,66.03799896240234,66.93799896240235,68.05900001525879,67.0407999420166,64.63229976654053,64.85349994659424
2008-09-09,46.42848251934806,B,62.65999984741211,64.7139991760254,66.51099891662598,67.70150012969971,66.98360000610352,64.68609977722168,64.76694993972778
2008-09-10,45.290664786297924,B,62.15999984741211,63.4239990234375,66.01799926757812,67.34000015258789,66.91980003356933,64.72989978790284,64.677799949646
2008-09-11,45.08550527947478,B,62.43000030517578,63.06999969482422,65.39399948120118,66.98000030517578,66.86220008850097,64.78049980163574,64.59004993438721
2008-09-12,44.95201508447104,B,62.27999877929688,62.72200012207031,64.79699935913087,66.58450012207031,66.80160011291504,64.81859977722168,64.50534992218017
2008-09-15,44.433248798810105,B,60.18999862670898,61.943999481201175,63.99099922180176,66.09699993133545,66.69780014038086,64.82129978179931,64.4121999168396
2008-09-16,44.09397140259608,B,59.119998931884766,61.235999298095706,62.974999237060544,65.57049980163575,66.54140007019043,64.82129978179931,64.318099899292
2008-09-17,43.369127365979864,B,56.150001525878906,60.033999633789065,61.728999328613284,64.94349975585938,66.33800010681152,64.76819980621337,64.20074989318847
2008-09-18,42.4899778548566,B,55.52000045776367,58.65199966430664,60.86099967956543,64.32249965667725,66.1234001159668,64.69899982452392,64.07799989700317
2008-09-19,41.975907871932534,B,57.650001525878906,57.726000213623045,60.22400016784668,63.75949954986572,65.97260009765625,64.65209983825683,63.96589990615845
2008-09-22,41.69723633050017,B,55.95000076293945,56.87800064086914,59.41100006103515,63.17449951171875,65.794400100708,64.5874998474121,63.85539989471435
2008-09-23,41.69452978085052,B,55.81999969482422,56.21800079345703,58.727000045776364,62.61899948120117,65.6368000793457,64.52509983062744,63.748049888610836
2008-09-24,42.460201884775856,B,57.040000915527344,56.396000671386716,58.21500015258789,62.116499710083005,65.48560012817383,64.47529983520508,63.64969989776611
2008-09-25,43.52934269266101,B,59.27999877929688,57.14800033569336,57.9,61.646999740600585,65.41740013122559,64.43959983825684,63.559699897766116
2008-09-26,44.20812810153674,B,59.650001525878906,57.54800033569336,57.637000274658206,61.21699981689453,65.35640014648438,64.40199985504151,63.46864990234375
2008-09-29,44.696443854423116,B,56.77999877929688,57.71399993896485,57.29600028991699,60.643499755859374,65.24560012817383,64.32989982604981,63.360699882507326
2008-09-30,45.13621786966386,B,58.18000030517578,58.18600006103516,57.20200042724609,60.08849983215332,65.02460006713868,64.26739982604981,63.25974987030029
