Date,GRADE,GPS,AZO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2011-05-20,41.75789807136178,P,276.6000061035156,280.2760009765625,283.3000030517578,282.93700256347654,277.3240014648438,267.0925006103516,253.20785049438476
2011-05-23,41.568834943108335,P,276.7799987792969,278.902001953125,282.5140014648438,282.65100250244143,277.5634014892578,267.1763006591797,253.55675048828124
2011-05-24,41.91274521038065,P,293.29998779296875,281.2659973144531,283.2029998779297,283.2125015258789,278.1666009521484,267.52570068359375,253.972900390625
2011-05-25,42.37165568892558,P,297.9800109863281,284.36199951171875,284.3630004882813,284.0365020751953,278.90000122070313,267.9535008239746,254.4008004760742
2011-05-26,43.00183770646682,A,296.6099853515625,288.2539978027344,285.23499755859376,284.74300079345704,279.59320068359375,268.42410064697265,254.82885040283202
2011-05-27,43.61051996765067,A,296.7099914550781,292.2759948730469,286.2759979248047,285.4595001220703,280.26780029296873,268.88450057983397,255.24705032348632
2011-05-30,44.18950922077599,A,296.7099914550781,296.2619934082031,287.5819976806641,286.23600006103516,280.9202001953125,269.32420043945314,255.66255027770995
2011-05-31,44.16741546275254,A,294.0,296.40199584960936,288.83399658203126,286.76399993896484,281.50580017089845,269.7490003967285,256.0831502532959
2011-06-01,43.9510268242363,A,293.1099853515625,295.42799072265626,289.8949951171875,287.2519989013672,281.9667999267578,270.168500213623,256.49620018005373
2011-06-02,43.65608620851029,A,289.6499938964844,294.03599243164064,291.1449951171875,287.4704986572266,282.3176000976562,270.5457002258301,256.8871501159668
2011-06-03,43.25170037244883,A,285.4800109863281,291.7899963378906,292.0329956054687,287.66649932861327,282.5174005126953,270.87430038452146,257.24130020141604
2011-06-06,42.85761656444956,A,285.6400146484375,289.5760009765625,292.9189971923828,287.7164993286133,282.8116009521484,271.20450057983396,257.6143502807617
2011-06-07,42.52408228860944,A,284.5,287.6760009765625,292.03899841308595,287.6209991455078,283.0328009033203,271.5436006164551,257.9879502868652
2011-06-08,42.33417536797359,A,288.5299987792969,286.7600036621094,291.0939971923828,287.728498840332,283.3246008300781,271.9290005493164,258.36015029907225
2011-06-09,42.305203252331935,P,291.94000244140625,287.21800537109374,290.6269989013672,287.93099822998045,283.69220092773435,272.3228005981445,258.73515029907225
2011-06-10,42.367454676546274,P,290.20001220703125,288.16200561523436,289.9760009765625,288.1259994506836,284.0028009033203,272.70350067138673,259.0939003753662
2011-06-13,42.39444291829609,P,288.8800048828125,288.81000366210935,289.19300231933596,288.3875,284.2948010253906,273.0774006652832,259.44605041503905
2011-06-14,42.574602471668946,A,289.8699951171875,289.8840026855469,288.7800018310547,288.80699920654297,284.5594006347656,273.48910064697264,259.8026503753662
2011-06-15,42.64252294425422,A,289.54998779296875,290.08800048828124,288.4240020751953,289.1594985961914,284.8186004638672,273.88390045166017,260.1492002868652
2011-06-16,42.6328441564149,A,289.7799987792969,289.6559997558594,288.43700256347654,289.790998840332,285.0974005126953,274.220700378418,260.5118003082275
2011-06-17,42.73468222341956,A,291.7099914550781,289.95799560546874,289.06000061035155,290.54649810791017,285.4064001464844,274.6272003173828,260.8808502960205
2011-06-20,42.88211489632104,A,292.239990234375,290.62999267578124,289.7199981689453,291.3194976806641,285.79260009765625,275.0143002319336,261.2583002471924
2011-06-21,42.888078585547326,A,292.42999267578125,291.1419921875,290.51299743652345,291.2759979248047,286.08580017089844,275.3886001586914,261.629100189209
2011-06-22,42.91194785219307,A,292.8699951171875,291.8059936523438,290.9469970703125,291.02049713134767,286.3479998779297,275.7997001647949,261.99695014953613
2011-06-23,42.895817634094904,A,292.6099853515625,292.3719909667969,291.0139953613281,290.8204971313477,286.6231994628906,276.1757000732422,262.3655500793457
2011-06-24,42.7343907949056,A,291.6000061035156,292.34999389648436,291.15399475097655,290.5649978637695,286.8535998535156,276.504700012207,262.7191500854492
2011-06-27,42.58755840330652,A,292.8399963378906,292.4699951171875,291.54999389648435,290.37149810791016,287.1239996337891,276.852799987793,263.0826500701904
2011-06-28,42.539686258136335,A,292.8999938964844,292.5639953613281,291.8529937744141,290.3164978027344,287.4163995361328,277.18350006103515,263.46205001831055
2011-06-29,42.4411888812893,A,291.32000732421875,292.2539978027344,292.0299957275391,290.2269989013672,287.5635998535156,277.4791000366211,263.8081500244141
2011-06-30,42.472384283325994,A,294.8500061035156,292.702001953125,292.53699645996096,290.48699951171875,287.76359985351564,277.83119995117187,264.1692000579834
2011-07-01,42.62289754480201,A,297.6199951171875,293.9059997558594,293.12799682617185,291.09399871826173,288.01899963378906,278.19859985351565,264.52865005493163
2011-07-04,42.729150751769616,A,297.6199951171875,294.86199951171875,293.66599731445314,291.69299774169923,288.3213995361328,278.5665997314453,264.8880500030518
2011-07-05,42.808151810822544,A,297.1400146484375,295.7100036621094,294.1369995117187,292.3249984741211,288.6227996826172,278.9298999023438,265.23275009155276
2011-07-06,42.95796683687129,A,297.75,296.9960021972656,294.625,292.78599853515624,288.9477996826172,279.2795999145508,265.56870010375974
2011-07-07,43.00930003650827,A,298.3800048828125,297.702001953125,295.202001953125,293.1079986572266,289.2657995605469,279.7076998901367,265.9160501098633
2011-07-08,42.98385698088159,A,298.2799987792969,297.83400268554686,295.8700012207031,293.51199798583986,289.58379943847655,280.1340998840332,266.2633000946045
2011-07-11,42.89116815059455,A,295.5,297.4100036621094,296.13600158691406,293.8429977416992,289.8701995849609,280.5326998901367,266.5876500701904
2011-07-12,42.85816729474934,A,297.5899963378906,297.5,296.60500183105466,294.2289978027344,290.1531994628906,280.9826998901367,266.9089500427246
2011-07-13,42.82642740959344,A,296.94000244140625,297.33800048828124,297.16700134277346,294.59849853515624,290.42499938964846,281.4456999206543,267.2286500549316
2011-07-14,42.77554440128824,A,297.8800048828125,297.2380004882813,297.4700012207031,295.00349884033204,290.67699951171875,281.8919999694824,267.5530500793457
2011-07-15,42.70217684664962,A,297.2799987792969,297.0380004882812,297.4360015869141,295.281999206543,290.9913995361328,282.3108999633789,267.8754000854492
2011-07-18,42.65047148318407,A,295.3599853515625,297.00999755859374,297.2100006103516,295.43799896240233,291.2057989501953,282.6849996948242,268.1880500030518
2011-07-19,42.59133664656548,A,298.3299865722656,297.1579956054687,297.32899780273436,295.7329986572266,291.44419860839844,283.03309967041014,268.5149499511719
2011-07-20,42.47073361920773,P,295.5899963378906,296.88799438476565,297.1129974365234,295.8689987182617,291.6283984375,283.3605996704102,268.8301499176025
2011-07-21,42.33618944877478,P,295.5199890136719,296.4159912109375,296.8269958496094,296.0144989013672,291.7809979248047,283.6504995727539,269.1427498626709
2011-07-22,42.25724307419001,P,295.8500061035156,296.12999267578124,296.58399658203126,296.2269989013672,291.9719982910156,283.9547994995117,269.45719985961915
2011-07-25,42.242170732007004,P,294.94000244140625,296.04599609375,296.5279968261719,296.33199920654295,292.1977984619141,284.2716995239258,269.7678998565674
2011-07-26,42.16639295145911,P,295.1600036621094,295.41199951171876,296.2849975585938,296.4449996948242,292.47139831542967,284.54369964599607,270.09634986877444
2011-07-27,42.02322014467339,P,289.1499938964844,294.1239990234375,295.50599670410156,296.3364990234375,292.6043981933594,284.75309967041017,270.38259986877443
2011-07-28,41.83070458721728,P,285.8399963378906,292.18800048828126,294.3019958496094,295.88599853515626,292.7781982421875,284.9443997192383,270.65494987487796
2011-07-29,41.58759482174523,P,285.45001220703125,290.1080017089844,293.11899719238284,295.2774993896484,292.9551983642578,285.1395999145508,270.90859992980955
2011-08-01,41.26837129464695,P,282.25,287.57000122070315,291.80799865722656,294.5089996337891,293.06459838867187,285.31399993896486,271.14424995422365
2011-08-02,40.77112916028079,P,276.7099914550781,283.8799987792969,289.6459991455078,293.4874984741211,292.73279846191406,285.44969970703124,271.345299911499
2011-08-03,40.56737799932802,P,281.5,282.35,288.23699951171875,292.6749984741211,292.4031982421875,285.6515997314453,271.57354988098143
2011-08-04,40.256696689093054,P,273.2900085449219,279.8400024414062,286.0140014648438,291.4204986572266,291.9367987060547,285.7649996948242,271.7559999084473
2011-08-05,40.10112059383609,P,278.739990234375,278.497998046875,284.30299987792966,290.4434982299805,291.5773986816406,285.9225994873047,271.96154983520506
2011-08-08,39.79337663641177,P,268.510009765625,275.75,281.6600006103516,289.09399871826173,291.0133990478516,285.966799621582,272.125899887085
2011-08-09,39.99815870152204,P,280.1000061035156,276.4280029296875,280.1540008544922,288.219499206543,290.7353991699219,286.1205996704102,272.3364498901367
2011-08-10,39.89879969592247,P,274.82000732421875,275.0920043945313,278.72100219726565,287.1134994506836,290.369599609375,286.1681997680664,272.52054992675784
2011-08-11,40.22395214639724,P,281.8900146484375,276.8120056152344,278.3260040283203,286.31399993896486,290.2144000244141,286.26600006103513,272.7337999725342
2011-08-12,40.53008908249191,P,287.6099853515625,278.58600463867185,278.54200134277346,285.83049926757815,290.25699951171873,286.387200012207,272.97249992370604
2011-08-15,41.139685314080474,P,287.3999938964844,282.36400146484374,279.0570007324219,285.43249969482423,290.29219909667967,286.55190002441407,273.1952498626709
2011-08-16,41.395444436070825,A,288.2699890136719,283.997998046875,280.21300048828124,284.9294998168945,290.36759887695314,286.70019989013673,273.42159980773926
2011-08-17,41.78861309666602,A,288.4800109863281,286.72999877929686,280.91100158691404,284.5740005493164,290.36659912109377,286.8455999755859,273.6192498779297
2011-08-18,41.93522495906088,A,289.1600036621094,288.1839965820312,282.4980010986328,284.2560012817383,290.3109991455078,287.0016000366211,273.8045999145508
2011-08-19,41.96758472886038,A,291.4200134277344,288.9460021972656,283.76600341796876,284.03450164794924,290.33539916992186,287.1691000366211,274.00830001831054
2011-08-22,42.07521139891085,A,295.70001220703125,290.606005859375,286.48500366210936,284.07250213623047,290.47179931640625,287.38330017089845,274.22985008239743
2011-08-23,42.246167774017465,A,299.3099975585937,292.8140075683594,288.4060028076172,284.2800018310547,290.66059936523436,287.61,274.48140007019043
2011-08-24,42.5901977053371,A,304.1000061035156,295.93800659179686,291.33400268554686,285.0275024414062,290.9515997314453,287.8851000976563,274.7557501220703
2011-08-25,42.76990694454394,A,298.42999267578125,297.79200439453126,292.9880004882813,285.6570022583008,291.124599609375,288.11100006103516,274.9920500946045
2011-08-26,42.97505034092214,A,301.29998779296875,299.76799926757815,294.35700073242185,286.44950103759766,291.3163995361328,288.3613998413086,275.24255004882815
2011-08-29,43.141565245503934,A,307.1400146484375,302.0559997558594,296.3310028076172,287.69400177001955,291.61440002441407,288.70350006103513,275.5000001525879
2011-08-30,43.30194770623365,A,308.5299987792969,303.9,298.3570037841797,289.28500213623045,291.9364001464844,289.0111001586914,275.76810012817384
2011-08-31,43.185740539096365,A,307.0,304.47999877929686,300.20900268554686,290.5600021362305,292.2190002441406,289.28350006103517,276.0074000549316
2011-09-01,43.43406090997093,A,312.04998779296875,307.20399780273436,302.4980010986328,292.4980010986328,292.60780029296876,289.61549987792966,276.2719499206543
2011-09-02,43.57762418998623,A,310.8500061035156,309.11400146484374,304.4410003662109,294.10350189208987,292.99280029296875,289.9232000732422,276.52879989624023
2011-09-05,43.580334228662934,A,310.8500061035156,309.8559997558594,305.95599975585935,296.2205017089844,293.3530004882812,290.23850006103515,276.79404998779296
2011-09-06,43.56673396925061,A,313.8299865722656,310.91599731445314,307.4079986572266,297.90700073242186,293.7716003417969,290.5939999389648,277.06614990234374
2011-09-07,43.72246604178335,A,316.6700134277344,312.85,308.6649993896484,299.99950103759767,294.2786004638672,290.9211001586914,277.3466999816894
2011-09-08,43.6159686506399,A,316.1000061035156,313.6600036621094,310.4320007324219,301.7100006103516,294.7036004638672,291.2336001586914,277.6111999511719
2011-09-09,43.508756520205885,A,314.489990234375,314.38800048828125,311.7510009765625,303.0540008544922,295.04100036621094,291.53,277.8576498413086
2011-09-12,43.44664728696049,A,316.17999267578125,315.45399780273436,312.6549987792969,304.49300079345704,295.4122003173828,291.86679992675784,278.12899978637694
2011-09-13,43.445749874207856,A,319.4800109863281,316.58400268554686,313.75,306.05350189208986,295.85900024414065,292.2408999633789,278.4256498718262
2011-09-14,43.48665671510914,A,324.3800048828125,318.1260009765625,315.4880004882813,307.84850158691404,296.3916003417969,292.66970001220704,278.7346998596191
2011-09-15,43.59661999860047,A,325.7699890136719,320.05999755859375,316.86000061035156,309.6790008544922,296.93940002441406,293.1025997924805,279.0440498352051
2011-09-16,43.930900595297594,A,331.25,323.41199951171876,318.9,311.67050018310545,297.59880004882814,293.59129974365237,279.3765998840332
2011-09-19,44.237097815399046,A,331.95001220703125,326.5660034179688,321.01000061035154,313.48300018310545,298.32780029296873,294.0989999389648,279.7138499450684
2011-09-20,44.32099121614459,A,327.75,328.2200012207031,322.402001953125,314.9050003051758,298.9310003662109,294.54209991455076,280.0392999267578
2011-09-21,44.11808388271206,A,322.7900085449219,327.902001953125,323.0140014648438,315.8395004272461,299.44800048828125,294.93649993896486,280.3405000305176
2011-09-22,43.73807302371002,A,316.1300048828125,325.9740051269531,323.0170013427734,316.72450103759763,299.81300048828126,295.245,280.57560012817385
2011-09-23,43.32728796038003,A,321.70001220703125,324.0640075683594,323.7380035400391,317.74450225830077,300.30140075683596,295.6464001464844,280.8341502380371
2011-09-26,42.99938661109369,A,327.1199951171875,323.09800415039064,324.8320037841797,318.7435012817383,300.9366009521484,296.0711999511719,281.1059002685547
2011-09-27,42.798134500426926,A,326.0,322.7480041503906,325.4840026855469,319.61700134277345,301.4900012207031,296.4670999145508,281.37495025634763
2011-09-28,42.703848826090955,A,321.94000244140625,322.5780029296875,325.24000244140626,320.36400146484374,302.0170013427734,296.82269989013673,281.62435028076175
2011-09-29,42.689692539074635,A,317.5799865722656,322.8679992675781,324.42100219726564,320.64050140380857,302.4582012939453,297.119599609375,281.8527502441406
2011-09-30,42.55100514769031,P,319.19000244140625,322.3659973144531,323.2150024414062,321.0575012207031,302.9250012207031,297.44849975585936,282.0892002868652
2011-10-03,42.122466542871436,P,311.8800048828125,319.3179992675781,321.2080017089844,321.10900115966797,303.26380126953126,297.73079986572264,282.29400024414065
2011-10-04,41.94802776479726,P,320.0,318.1179992675781,320.43300170898436,321.41750183105466,303.7606011962891,298.1159997558594,282.5316502380371
2011-10-05,41.839058650190516,P,317.4200134277344,317.21400146484376,319.8960021972656,321.4550018310547,304.32600158691406,298.4651998901367,282.7505502319336
2011-10-06,42.03368422330598,P,322.3699951171875,318.1720031738281,320.52000122070314,321.7685012817383,305.0566015625,298.91739990234373,282.98490020751956
2011-10-07,42.263421638458745,P,324.0199890136719,319.13800048828125,320.7519989013672,322.2450012207031,305.8280010986328,299.3915997314453,283.24205017089844
2011-10-10,42.92198679179427,A,331.70001220703125,323.102001953125,321.2100006103516,323.0210021972656,306.81700134277344,299.9407998657227,283.55855026245115
2011-10-11,43.195330839681084,A,327.6099853515625,324.6239990234375,321.3709991455078,323.42750091552733,307.83500122070313,300.2838998413086,283.90480026245115
2011-10-12,43.478800291700175,A,327.6600036621094,326.6719970703125,321.9429992675781,323.5915008544922,308.7582012939453,300.5806997680664,284.2671002960205
2011-10-13,43.55832400135006,A,326.5599975585937,327.5099975585937,322.84100036621095,323.63100128173824,309.82360107421874,300.88019989013674,284.6521502685547
2011-10-14,43.59478327930569,A,328.1199951171875,328.3299987792969,323.73399963378904,323.47450103759763,310.811201171875,301.1942999267578,285.0394002532959
2011-10-17,43.38924448770906,A,327.0,327.38999633789064,325.2459991455078,323.2270004272461,311.9810009765625,301.49720001220703,285.41070022583006
2011-10-18,43.305560188944476,A,326.0299987792969,327.0739990234375,325.8489990234375,323.14100036621096,312.8996008300781,301.8175,285.78325019836427
2011-10-19,43.25091316467024,P,324.989990234375,326.5399963378906,326.6059967041016,323.2509994506836,313.90300048828124,302.1363000488281,286.1524001312256
2011-10-20,43.2367730330377,A,326.95001220703125,326.6179992675781,327.0639984130859,323.79199981689453,314.8042004394531,302.5093002319336,286.5275002288818
2011-10-21,43.21183224315529,A,327.5,326.49400024414064,327.41199951171876,324.08199920654295,315.60200073242186,302.9295001220703,286.9019002532959
2011-10-24,43.21825049979077,A,330.19000244140625,327.1320007324219,327.26099853515626,324.2354995727539,316.45780090332033,303.375,287.289750289917
2011-10-25,43.25206221394672,A,327.92999267578125,327.5119995117187,327.2929992675781,324.33199920654295,317.2510009765625,303.80929992675783,287.6764502716064
2011-10-26,43.26628145983844,A,327.7900085449219,328.07200317382814,327.3059997558594,324.62449951171874,318.0372009277344,304.20190002441404,288.06545028686526
2011-10-27,43.29855636013718,A,330.7300109863281,328.8280029296875,327.72300109863284,325.28200073242186,318.86860107421876,304.5898001098633,288.45630035400393
2011-10-28,43.274501464764846,A,327.82000732421875,328.8920043945312,327.69300231933596,325.7135009765625,319.59660095214844,304.9660000610352,288.8347503662109
2011-10-31,43.14274652863176,A,323.5899963378906,327.57200317382814,327.352001953125,326.2990005493164,320.15440063476564,305.31309997558594,289.1952503204346
2011-11-01,43.06075630821723,A,325.6700134277344,327.12000732421876,327.3160034179688,326.58250122070314,320.6816009521484,305.6711001586914,289.58010040283204
2011-11-02,42.9395459683405,P,324.44000244140625,326.45000610351565,327.26100463867186,326.9335006713867,321.08840087890627,306.02000030517576,289.95195037841796
2011-11-03,42.71215901254973,P,324.6600036621094,325.2360046386719,327.03200378417966,327.0480010986328,321.6130010986328,306.3688003540039,290.29475036621096
2011-11-04,42.59199528365724,P,325.0,324.6720031738281,326.78200378417966,327.09700164794924,322.0870013427734,306.70170043945313,290.664450378418
2011-11-07,42.57392396544807,P,327.1099853515625,325.3760009765625,326.4740020751953,326.8675003051758,322.48640075683596,307.050400390625,291.0323503112793
2011-11-08,42.693560753424315,P,333.7900085449219,327.0,327.06000366210935,327.17650146484374,322.9916009521484,307.4640005493164,291.4263003540039
2011-11-09,42.66522594601305,A,325.6400146484375,327.24000244140626,326.8450042724609,327.0755020141602,323.36440124511716,307.7917007446289,291.7957004547119
2011-11-10,42.76979165486646,A,330.7099914550781,328.45,326.84300231933594,327.2830017089844,323.7376013183594,308.1727008056641,292.1742004394531
2011-11-11,43.030526035667044,A,337.6600036621094,330.98200073242185,327.827001953125,327.76000213623047,324.27380126953125,308.63330078125,292.56900039672854
2011-11-14,43.257939906957496,A,336.2300109863281,332.806005859375,329.09100341796875,328.22150268554685,324.7814013671875,309.06720092773435,292.96000045776367
2011-11-15,43.27403505932164,A,337.1499938964844,333.4780029296875,330.23900146484374,328.7775024414062,325.2478015136719,309.5097009277344,293.34660049438475
2011-11-16,43.39717198877265,A,332.0400085449219,334.75800170898435,330.99900207519534,329.13000335693357,325.5552014160156,309.9169009399414,293.69800048828125
2011-11-17,43.294711095976716,A,328.32000732421875,334.2800048828125,331.36500244140626,329.198503112793,325.7996014404297,310.25160095214846,294.04140045166014
2011-11-18,42.989087978512835,A,329.3999938964844,332.6280029296875,331.8050018310547,329.2935028076172,326.09780151367187,310.56940093994143,294.38400039672854
2011-11-21,42.591163805331725,A,325.3299865722656,330.447998046875,331.627001953125,329.05050201416014,326.2808013916016,310.8465008544922,294.70655029296876
2011-11-22,42.084594623538116,P,320.82000732421875,327.1820007324219,330.3300018310547,328.695002746582,326.3076013183594,311.08330078125,295.00660034179685
2011-11-23,41.633881993210956,P,318.0599975585937,324.38599853515626,329.57200012207034,328.2085021972656,326.181201171875,311.2864007568359,295.2830003356934
2011-11-24,41.321510215169354,P,318.0599975585937,322.33399658203126,328.3070007324219,327.5750015258789,326.0270013427734,311.48320068359374,295.59545028686523
2011-11-25,41.112579952618205,P,322.9599914550781,321.04599609375,326.8369995117188,327.3320007324219,325.861201171875,311.73000061035157,295.93205024719236
2011-11-28,40.993061680222176,P,319.510009765625,319.8820007324219,325.1649993896484,327.1280014038086,325.6124011230469,311.9701007080078,296.25140029907226
2011-11-29,41.15183036285844,P,323.42999267578125,320.40399780273435,323.7929992675781,327.01600036621096,325.5260009765625,312.2285006713867,296.60560028076173
2011-11-30,41.5209680467517,P,328.3800048828125,322.46799926757814,323.4269989013672,327.21300048828124,325.63780090332034,312.54290069580077,296.99430030822754
2011-12-01,42.086771055042526,A,335.29998779296875,325.91599731445314,324.1249969482422,327.74499969482423,326.0212005615234,312.91710052490237,297.4045502471924
2011-12-02,42.39338779653658,A,330.2200012207031,327.3679992675781,324.2069976806641,328.00599975585936,326.19160034179686,313.2465005493164,297.77870025634763
2011-12-05,42.95989148650791,A,338.9700012207031,331.25999755859374,325.5709991455078,328.59900054931643,326.4286004638672,313.68260070800784,298.18380020141603
2011-12-06,43.31788424105934,A,337.8099975585937,334.13599853515626,327.26999816894534,328.8,326.66480041503905,314.0774008178711,298.5552502441406
2011-12-07,43.422803277448644,A,333.8599853515625,335.23199462890625,328.84999694824216,329.21099853515625,326.9032000732422,314.4601007080078,298.910350189209
2011-12-08,43.164101681414884,A,329.6700134277344,334.1059997558594,330.01099853515626,329.15899963378905,327.1450006103516,314.8016009521484,299.22605026245117
2011-12-09,43.07199244990115,A,329.82000732421875,334.0260009765625,330.69700012207034,328.76699981689455,327.3576007080078,315.1413009643555,299.5480502319336
2011-12-12,42.773131238542696,A,330.8900146484375,332.4100036621094,331.8350006103516,328.5,327.7378009033203,315.5008010864258,299.8862503051758
2011-12-13,42.380992028736266,P,326.1000061035156,330.06800537109376,332.102001953125,327.94750061035154,327.85980102539065,315.81020111083984,300.176950378418
2011-12-14,42.052137638219726,P,324.32000732421875,328.160009765625,331.6960021972656,327.5615005493164,327.9978009033203,316.1619012451172,300.4575004577637
2011-12-15,41.969430380521516,P,327.32000732421875,327.69000854492185,330.89800415039065,327.5115005493164,328.09680114746095,316.57670135498046,300.7605505371094
2011-12-16,41.89132580828296,P,326.0,326.92600708007814,330.4760040283203,327.3415008544922,328.1364013671875,316.98220123291014,301.06090057373046
2011-12-19,41.71794826321411,P,324.9599914550781,325.74000244140626,329.0750030517578,327.3230010986328,328.00160095214846,317.40930114746095,301.3616505432129
2011-12-20,41.81635853453805,P,325.2900085449219,325.5780029296875,327.8230041503906,327.54650115966797,327.9552014160156,317.89510131835937,301.67240051269533
2011-12-21,42.05934276816164,P,330.0,326.71400146484376,327.4370056152344,328.1435012817383,328.00200134277344,318.3801013183594,302.01585052490236
2011-12-22,42.2261856216436,P,329.0,327.05,327.37000427246096,328.6905014038086,328.05080139160157,318.9372012329102,302.35110046386717
2011-12-23,42.40199529546753,A,330.29998779296875,327.9099975585938,327.4180023193359,329.0575012207031,328.0944012451172,319.4528012084961,302.6877003479004
2011-12-26,42.69617288733604,A,330.29998779296875,328.9779968261719,327.35899963378904,329.5970001220703,328.16040100097655,320.07070098876954,303.0187503051758
2011-12-27,42.861206920899065,A,330.25,329.9699951171875,327.7739990234375,329.93800048828126,328.24480102539064,320.5722009277344,303.3464002990723
2011-12-28,42.79112174616203,A,328.2200012207031,329.61399536132814,328.16399841308595,329.9300003051758,328.3094012451172,321.1062008666992,303.6372003173828
2011-12-29,42.59673753968244,A,326.25,329.0639953613281,328.05699768066404,329.47750091552734,328.29540100097654,321.5498007202148,303.907900390625
2011-12-30,42.36444013504465,A,324.9700012207031,327.997998046875,327.95399780273436,329.21500091552736,328.24480102539064,321.92340087890625,304.15530044555663
2012-01-02,42.06000334144563,P,324.9700012207031,326.9320007324219,327.9549987792969,328.51500091552737,328.14040100097657,322.2991009521484,304.4255004882813
2012-01-03,41.65898606051783,P,319.7900085449219,324.8400024414062,327.4049987792969,327.61400146484374,327.97760131835935,322.61430114746094,304.65725051879883
2012-01-04,41.525279701363,P,326.9599914550781,324.58800048828124,327.1009979248047,327.26900177001954,327.9610009765625,322.9991009521484,304.9223504638672
2012-01-05,41.705296524287064,P,333.8500061035156,326.1080017089844,327.58599853515625,327.4780014038086,328.0234008789063,323.4460009765625,305.2238005065918
2012-01-06,42.03133677902631,A,338.0400085449219,328.7220031738281,328.36000061035156,327.8890014648438,328.2278009033203,323.9122009277344,305.54065048217774
2012-01-09,42.41372942341143,A,339.5,331.6280029296875,329.2800018310547,328.3195007324219,328.5460009765625,324.3502008056641,305.86675048828124
2012-01-10,42.96730863992186,A,340.1400146484375,335.6980041503906,330.2690032958984,329.021501159668,328.83540100097656,324.7585009765625,306.18425048828124
2012-01-11,43.342827216100595,A,341.8699951171875,338.6800048828125,331.6340026855469,329.8990005493164,329.1840008544922,325.1362008666992,306.5106504821777
2012-01-12,43.524718107234996,A,342.9800109863281,340.506005859375,333.3070037841797,330.6820007324219,329.55040100097654,325.5817010498047,306.8463505554199
2012-01-13,43.612820790614,A,344.44000244140625,341.7860046386719,335.25400390625,331.6040008544922,329.9392010498047,326.0131011962891,307.1872505187988
2012-01-16,43.64792179385429,A,344.44000244140625,342.7740051269531,337.2010040283203,332.57800140380857,330.2858013916016,326.38610107421874,307.54480056762696
2012-01-17,43.634312227132135,A,345.0,343.7460021972656,339.7220031738281,333.5635009765625,330.51000122070315,326.7508010864258,307.8809506225586
2012-01-18,43.60842444783745,A,346.2799987792969,344.6280029296875,341.65400390625,334.3775009155273,330.9228009033203,327.14360107421874,308.21355056762695
2012-01-19,43.520615395983164,A,346.5,345.3320007324219,342.91900329589845,335.2525009155273,331.23860107421876,327.48810119628905,308.5518005371094
2012-01-20,43.37904419160648,A,347.0,345.8440002441406,343.81500244140625,336.0875015258789,331.42540100097654,327.8496011352539,308.886400604248
2012-01-23,43.257791348290645,A,347.010009765625,346.3580017089844,344.5660034179688,336.9230026245117,331.6410009765625,328.211201171875,309.22485061645506
2012-01-24,43.11932583110521,A,346.75,346.7080017089844,345.227001953125,337.74800262451174,331.8330010986328,328.5404013061523,309.5672006225586
2012-01-25,43.01717042739424,A,348.5799865722656,347.1679992675781,345.8980010986328,338.76600189208983,332.1638006591797,328.8595010375977,309.8903005981445
2012-01-26,42.97150612243899,A,347.9100036621094,347.45,346.39100036621096,339.8490020751953,332.5556005859375,329.1776010131836,310.2056005859375
2012-01-27,42.95862736419389,A,347.5799865722656,347.5659973144531,346.7049987792969,340.97950134277346,332.9192004394531,329.5085009765625,310.5192504882813
2012-01-30,42.96240212494533,A,347.6700134277344,347.697998046875,347.0279998779297,342.114501953125,333.3660009765625,329.82340118408206,310.84510055541995
2012-01-31,43.01797464044628,A,347.8800048828125,347.9239990234375,347.3160003662109,343.51900177001954,333.9072009277344,330.1074011230469,311.1741505432129
2012-02-01,43.12087824958638,A,352.989990234375,348.8059997558594,347.98699951171875,344.82050170898435,334.60580078125,330.3935009765625,311.53160049438475
2012-02-02,43.10277036848887,A,349.1700134277344,349.05800170898436,348.2540008544922,345.5865020751953,335.22800109863283,330.62750122070315,311.8650505065918
2012-02-03,43.1457455213938,A,353.17999267578125,350.1780029296875,348.8720001220703,346.34350128173827,335.83240112304685,330.84680114746095,312.21905044555666
2012-02-06,43.11827367903945,A,350.760009765625,350.79600219726564,349.2470001220703,346.90650177001953,336.45740112304685,331.0349011230469,312.5669505310059
2012-02-07,43.04648348851379,A,350.4800109863281,351.3160034179688,349.6200012207031,347.4235015869141,336.9984014892578,331.2622012329102,312.90215057373047
2012-02-08,42.819953316975294,A,349.1499938964844,350.5480041503906,349.677001953125,347.7875015258789,337.41380126953123,331.52580108642576,313.2311505126953
2012-02-09,42.85759791195045,A,354.0400085449219,351.5220031738281,350.2900024414063,348.3405014038086,337.7886016845703,331.9049011230469,313.57495056152345
2012-02-10,42.82623977393215,A,354.1000061035156,351.706005859375,350.94200439453124,348.82350158691406,338.2662017822266,332.22890106201174,313.93765060424806
2012-02-13,42.91818341810992,A,358.4599914550781,353.2460021972656,352.0210021972656,349.52450103759764,338.65600158691404,332.5423010253906,314.30675048828124
2012-02-14,43.06619928115331,A,360.1099853515625,355.1719970703125,353.24400024414064,350.2800003051758,339.10200134277346,332.88340087890623,314.67525039672853
2012-02-15,43.20000970329437,A,356.1199951171875,356.5659973144531,353.5570007324219,350.7720001220703,339.5472015380859,333.2252008056641,315.0239503479004
